genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_020089165.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,A.21.4,GCF_020089165.1,21,1938770,92322.4,159428,99271,46225,172670.892,1263,306704,8.223151792115619,ASM2008916v1,115778,,GCF_020089165.1,GCA_020089165.1,yes,SAMN19065614,University of Helsinki,2021-09-21,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,21,0.3656591550312827,1938770,3.0,1.0,3.0,3.0
GCF_020089045.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,R-46710,GCF_020089045.1,23,2016296,87665.0,157421,102362,52572,191217.392,1283,396979,7.807435019461428,ASM2008904v1,115778,,GCF_020089045.1,GCA_020089045.1,yes,SAMN19065621,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,23,0.3660667878129005,2016296,1.0,0.0,1.0,1.0
GCF_020089125.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,A.5.3,GCF_020089125.1,47,2054414,43710.9,157345,82903,28389,166867.684,1111,344785,7.658874988196147,ASM2008912v1,115778,,GCF_020089125.1,GCA_020089125.1,yes,SAMN19065615,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,47,0.3655144484023181,2054414,1.0,0.0,1.0,1.0
GCF_020089105.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,ab.2,GCF_020089105.1,24,2000272,83344.7,182261,97245,51234,201367.128,1862,447591,9.111810793732053,ASM2008910v1,115778,,GCF_020089105.1,GCA_020089105.1,yes,SAMN19065617,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,24,0.3650183575033795,2000272,2.0,0.0,2.0,2.0
GCF_020088915.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,R-46920,GCF_020088915.1,32,1942481,60702.5,153227,93045,32334,156441.39,1034,292247,7.88821100438048,ASM2008891v1,115778,,GCF_020088915.1,GCA_020088915.1,yes,SAMN19065623,University of Helsinki,2021-09-21,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,32,0.366126103678749,1942481,3.0,0.0,3.0,3.0
GCF_020088845.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,Vvan8,GCF_020088845.1,27,1822170,67487.8,147706,52725,29954,136868.192,1595,263868,8.106049380683471,ASM2008884v1,115778,,GCF_020088845.1,GCA_020088845.1,yes,SAMN19065632,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,27,0.3668538061761526,1822170,2.0,1.0,2.0,2.0
GCF_020089005.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,HS10,GCF_020089005.1,44,2001734,45494.0,144646,71160,28878,140851.043,1048,276106,7.226035027631044,ASM2008900v1,115778,,GCF_020089005.1,GCA_020089005.1,yes,SAMN19065619,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,44,0.3653447461051268,2001734,3.0,1.0,3.0,3.0
GCF_020089065.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,HS1,GCF_020089065.1,44,2003771,45540.2,134579,57453,23409,134399.165,1017,263012,6.716286441913772,ASM2008906v1,115778,,GCF_020089065.1,GCA_020089065.1,yes,SAMN19065618,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,44,0.3653606125650087,2003771,3.0,1.0,3.0,3.0
GCF_900016175.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,PB1e,GCF_900016175.1,22,2085182,94781.0,327026,102300,49449,222169.501,1071,401890,15.683331239191592,ASM90001617v1,115778,,GCF_900016175.1,GCA_900016175.1,yes,SAMEA3718678,UNIVERSITY OF HELSINKI,2016-06-08,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,22,0.3649513567640618,2085182,5.0,1.0,5.0,5.0
GCF_020088805.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,POULM2-8,GCF_020088805.1,49,1951104,39818.4,126244,51234,19176,118369.534,1086,231121,6.4703880469723805,ASM2008880v1,115778,,GCF_020088805.1,GCA_020088805.1,yes,SAMN19065631,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,49,0.3678317506396378,1951104,2.0,1.0,2.0,2.0
GCF_020089205.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,POHU19,GCF_020089205.1,25,1903305,76132.2,147848,55565,44083,167775.728,1027,331360,7.767961519567279,ASM2008920v1,115778,,GCF_020089205.1,GCA_020089205.1,yes,SAMN19065610,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,25,0.3678264912875235,1903305,2.0,1.0,2.0,2.0
GCF_020089215.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,RSNU1f,GCF_020089215.1,27,1849936,68516.1,147651,60282,40044,176299.487,1062,375495,7.981411248821581,ASM2008921v1,115778,,GCF_020089215.1,GCA_020089215.1,yes,SAMN19065611,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,27,0.3681619256017505,1849936,2.0,1.0,2.0,2.0
GCF_020088855.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,Mkl2-18,GCF_020088855.1,20,1897457,94872.9,193248,113887,48705,224896.026,1431,487809,10.184578622862071,ASM2008885v1,115778,,GCF_020088855.1,GCA_020088855.1,yes,SAMN19065628,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,20,0.3666264900864683,1897457,2.0,1.0,2.0,2.0
GCF_020089025.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,R-46608,GCF_020089025.1,47,2122257,45154.4,211750,51571,19755,185737.257,1120,359832,9.977585184075256,ASM2008902v1,115778,,GCF_020089025.1,GCA_020089025.1,yes,SAMN19065620,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,47,0.3649930239363093,2122257,3.0,1.0,3.0,3.0
GCF_020088985.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,Jla4-8,GCF_020088985.1,17,1913929,112584.1,231914,179796,100731,249555.164,1017,388009,12.1171684007087,ASM2008898v1,115778,,GCF_020088985.1,GCA_020088985.1,yes,SAMN19065625,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,17,0.365613875958826,1913929,3.0,0.0,3.0,3.0
GCF_020088825.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,Ms25-3,GCF_020088825.1,33,1913754,57992.5,108553,59931,31119,132175.121,1251,312004,5.672254636698343,ASM2008882v1,115778,,GCF_020088825.1,GCA_020088825.1,yes,SAMN19065629,University of Helsinki,2021-09-21,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,33,0.3643744180286494,1913754,3.0,1.0,3.0,3.0
GCF_020088785.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,NAFIM5a-6,GCF_020088785.1,28,1870136,66790.6,101644,59579,34396,144543.998,1027,298155,5.435112740463795,ASM2008878v1,115778,,GCF_020088785.1,GCA_020088785.1,yes,SAMN19065630,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,28,0.3679465022864647,1870136,2.0,1.0,2.0,2.0
GCF_020089185.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,10.16.3,GCF_020089185.1,32,2020657,63145.5,121027,51241,31300,154292.914,1054,309433,5.989487577555221,ASM2008918v1,115778,,GCF_020089185.1,GCA_020089185.1,yes,SAMN19065612,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,32,0.3650174176022947,2020657,3.0,1.0,3.0,3.0
GCF_900218135.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,MFPA44A1401,GCF_900218135.1,50,1890912,37818.2,92781,40047,21479,104120.21,1146,256149,4.906679951261613,MFPA44A14as1,115778,,GCF_900218135.1,GCA_900218135.1,yes,SAMEA104233143,INRA,2017-10-06,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,50,0.3678473667732819,1890912,2.0,1.0,2.0,2.0
GCF_020089265.1,custom,Leuconostoc gelidum subsp. gasicomitatum (firmicutes),Leuconostoc,gelidum,JL3-1,GCF_020089265.1,34,1908361,56128.3,126334,54154,38965,158000.458,1027,362197,6.620026294815289,ASM2008926v1,115778,,GCF_020089265.1,GCA_020089265.1,yes,SAMN19065609,University of Helsinki,2021-09-21,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,34,0.3660738193664616,1908361,2.0,1.0,2.0,2.0
GCF_001536305.1,custom,Leuconostoc gelidum subsp. gasicomitatum KG16-1 (firmicutes),Leuconostoc,gelidum,LEKG1,GCF_001536305.1,4,2050732,512683.0,1965841,1965841,1965841,1885699.176,19683,1965841,95.86045373066788,Leuconostoc gelidum subsp. gasicomitatum KG16-1,1165892,,GCF_001536305.1,GCA_001536305.1,yes,SAMEA3608619,UNIVERSITY OF HELSINKI,2016-01-19,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,4,0.368524507346645,2050732,3.0,0.0,3.0,3.0
GCF_000196855.1,custom,Leuconostoc gelidum subsp. gasicomitatum LMG 18811 (firmicutes),Leuconostoc,gelidum,LMG 18811,GCF_000196855.1,1,1954080,1954080.0,1954080,1954080,1954080,1954080.0,1954080,1954080,100.0,ASM19685v1,762550,,GCF_000196855.1,GCA_000196855.1,yes,SAMEA2272393,"The Department of Food Hygiene and Environmental Health, University of Helsinki, P.O. Box 66 00014 University of Helsinki",2010-06-30,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,1,0.366632379431753,1954080,3.0,0.0,3.0,3.0
GCF_900016185.1,custom,Leuconostoc inhae (firmicutes),Leuconostoc,inhae,PB1a,GCF_900016185.1,29,2083632,71849.4,135247,82248,32610,202089.151,1058,374664,6.490925460925921,ASM90001618v1,178001,,GCF_900016185.1,GCA_900016185.1,yes,SAMEA3718677,UNIVERSITY OF HELSINKI,2016-06-08,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,29,0.3661716656300153,2083632,3.0,1.0,3.0,3.0
GCF_900016165.1,custom,Leuconostoc inhae (firmicutes),Leuconostoc,inhae,KSL4-2,GCF_900016165.1,23,2089488,90847.3,140237,104638,51450,238185.725,2120,443491,6.711548475033118,ASM90001616v1,178001,,GCF_900016165.1,GCA_900016165.1,yes,SAMEA3718676,UNIVERSITY OF HELSINKI,2016-06-08,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,23,0.36580396728768,2089488,3.0,1.0,3.0,3.0
GCF_900016205.1,custom,Leuconostoc inhae (firmicutes),Leuconostoc,inhae,PL111,GCF_900016205.1,29,2058101,70969.0,127837,62354,32709,151336.227,1413,296352,6.211405562700762,ASM90001620v1,178001,,GCF_900016205.1,GCA_900016205.1,yes,SAMEA3718679,UNIVERSITY OF HELSINKI,2016-06-08,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,29,0.3654291018759526,2058101,3.0,1.0,3.0,3.0
GCF_900009505.1,custom,Leuconostoc inhae (firmicutes),Leuconostoc,inhae,C120c,GCF_900009505.1,31,1992761,64282.6,114503,91915,34575,142086.185,1038,299618,5.74594745681996,ASM90000950v1,178001,,GCF_900009505.1,GCA_900009505.1,yes,SAMEA3718674,UNIVERSITY OF HELSINKI,2016-06-08,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc inhae,,Leuconostoc,31,0.3646453337856371,1992761,4.0,1.0,4.0,4.0
