genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_003428395.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,IDCC9203,GCF_003428395.1,1,1898461,1898461.0,1898461,1898461,1898461,1898461.0,1898461,1898461,100.0,ASM342839v1,33959,,GCF_003428395.1,GCA_003428395.1,yes,SAMN09858432,"Research Laboratories, Ildong Pharmaceutical",2018-08-26,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,1,0.3471706819365791,1898461,1.0,0.0,1.0,1.0
GCF_007876425.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,LBJ456,GCF_007876425.1,2,2081433,1040716.5,1966839,1966839,1966839,1864863.023,114594,1966839,94.4944660721724,ASM787642v1,33959,,GCF_007876425.1,GCA_007876425.1,yes,SAMN09244623,"University of California, Los Angeles",2019-08-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,2,0.3465141563528588,2081433,1.0,0.0,1.0,1.0
GCF_004010015.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,CH32,GCF_004010015.1,3,1979358,659786.0,1954361,1954361,1954361,1929910.417,4005,1954361,98.7371157718816,ASM401001v1,33959,,GCF_004010015.1,GCA_004010015.1,yes,SAMN10502285,Kyung Hee University,2019-01-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,3,0.3474156772044269,1979358,2.0,0.0,2.0,2.0
GCF_019459625.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,UBLJ-01,GCF_019459625.1,16,1674057,104628.6,922633,166781,118751,570998.249,211,922633,55.11359529573963,ASM1945962v1,33959,,GCF_019459625.1,GCA_019459625.1,yes,SAMN20447913,Unique Biotech Limited,2021-08-08,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,16,0.3438072897159415,1674057,1.0,0.0,1.0,1.0
GCF_004684975.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,Q1-7,GCF_004684975.1,17,2128461,125203.6,554798,500998,173866,509909.442,200,690893,26.0656878373623,ASM468497v1,33959,,GCF_004684975.1,GCA_004684975.1,yes,SAMN11294218,UCSF,2019-04-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,17,0.3446800293733359,2128461,1.0,0.0,1.0,1.0
GCF_018917265.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,N16,GCF_018917265.1,25,1918954,76758.2,176555,120721,74559,179507.95,514,320054,9.200585318876849,ASM1891726v1,33959,,GCF_018917265.1,GCA_018917265.1,yes,SAMN19374060,The Institute of Microbiology of the Chinese Academy of Sciences,2021-06-16,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,25,0.3446700650458531,1918954,1.0,0.0,1.0,1.0
GCF_002253285.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,117a,GCF_002253285.1,73,1945039,26644.4,138896,78832,43887,140681.002,209,271362,7.141039331345027,ASM225328v1,33959,,GCF_002253285.1,GCA_002253285.1,yes,SAMN06848422,University of Alberta,2017-08-15,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,73,0.3433761482417576,1945039,2.0,2.0,2.0,2.0
GCF_002253245.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,117d,GCF_002253245.1,88,1954499,22210.2,132884,73271,39614,121261.527,209,216575,6.798877871004283,ASM225324v1,33959,,GCF_002253245.1,GCA_002253245.1,yes,SAMN06848424,University of Alberta,2017-08-15,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,88,0.3438216136206772,1954499,2.0,2.0,2.0,2.0
GCF_008868555.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,BIO5467,GCF_008868555.1,32,1736484,54265.1,114960,79841,49929,130920.802,258,246675,6.620274071053923,ASM886855v1,33959,,GCF_008868555.1,GCA_008868555.1,yes,SAMN12856539,Bioprox,2019-10-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,32,0.3451750779160649,1736484,1.0,1.0,1.0,1.0
GCF_002253165.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,117q,GCF_002253165.1,96,1963387,20451.9,114092,84654,27550,116530.26,208,196528,5.8109786812278985,ASM225316v1,33959,,GCF_002253165.1,GCA_002253165.1,yes,SAMN06848426,University of Alberta,2017-08-15,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,96,0.3438461189770534,1963387,2.0,2.0,2.0,2.0
GCF_002253185.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,117x,GCF_002253185.1,75,1950728,26009.7,112169,86553,51900,138341.949,202,275354,5.750109702634093,ASM225318v1,33959,,GCF_002253185.1,GCA_002253185.1,yes,SAMN06848427,University of Alberta,2017-08-15,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,75,0.3434825357507556,1950728,2.0,2.0,2.0,2.0
GCF_002253275.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,117c,GCF_002253275.1,120,1961762,16348.0,112169,27345,14994,91486.834,249,196719,5.71776800651659,ASM225327v1,33959,,GCF_002253275.1,GCA_002253275.1,yes,SAMN06848423,University of Alberta,2017-08-15,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,120,0.3440238928065688,1961762,2.0,2.0,2.0,2.0
GCF_011959745.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,IMSAGC_010,GCF_011959745.1,54,1908042,35334.1,104736,75912,20537,115737.276,1073,214598,5.489187344932659,ASM1195974v1,33959,,GCF_011959745.1,GCA_011959745.1,yes,SAMD00186977,"Haruko Takeyama Lab., Waseda University",2020-04-01,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,54,0.3431391971455555,1908042,2.0,1.0,2.0,2.0
GCF_020026475.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,AER105,GCF_020026475.1,94,1799247,19140.9,103933,27155,14372,126370.788,207,310234,5.776472046361617,ASM2002647v1,33959,,GCF_020026475.1,GCA_020026475.1,yes,SAMN21024694,University of Georgia,2021-09-17,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,94,0.3436554291878769,1799247,0.0,0.0,0.0,0.0
GCF_002253205.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,117k,GCF_002253205.1,93,1973409,21219.5,100431,86554,39613,139794.389,210,283128,5.089213639949954,ASM225320v1,33959,,GCF_002253205.1,GCA_002253205.1,yes,SAMN06848425,University of Alberta,2017-08-15,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,93,0.3437711087767411,1973409,2.0,2.0,2.0,2.0
GCF_001572665.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,W1,GCF_001572665.1,49,2064674,42136.2,94865,62495,27172,126827.724,265,266651,4.59467208866872,ASM157266v1,33959,,GCF_001572665.1,GCA_001572665.1,yes,SAMN04447977,Jilin University,2016-02-24,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,49,0.34232232303986,2064674,1.0,0.0,1.0,1.0
GCF_002160105.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,An197,GCF_002160105.1,42,1784601,42490.5,91220,42189,27732,146167.562,553,393820,5.111506717748113,ASM216010v1,33959,,GCF_002160105.1,GCA_002160105.1,yes,SAMN06473658,Veterinary Research Institute,2017-05-30,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,42,0.3460880051059032,1784601,1.0,0.0,1.0,1.0
GCF_004569425.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,CC3,GCF_004569425.1,102,1925779,18880.2,91157,64710,38031,100487.717,228,191781,4.733513035504074,ASM456942v1,33959,,GCF_004569425.1,GCA_004569425.1,yes,SAMN11126847,King's College London,2019-04-02,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,102,0.3475331281522957,1925779,1.0,1.0,1.0,1.0
GCF_015235065.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,19428wE2_CC3,GCF_015235065.1,101,1925316,19062.5,91157,64710,38031,100511.662,228,191781,4.734651350739307,ASM1523506v1,33959,,GCF_015235065.1,GCA_015235065.1,yes,SAMN16540202,King's College London,2020-11-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,101,0.3475159402404592,1925316,1.0,1.0,1.0,1.0
GCF_910574655.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,A53_45.LJ.DSS,GCF_910574655.1,58,1983534,34198.9,89175,44566,17125,87145.113,355,176165,4.495763621899095,MGBC000064,33959,,GCF_910574655.1,GCA_910574655.1,yes,SAMEA8801304,UNIVERSITY OF CAMBRIDGE,2021-07-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,58,0.3435912870664178,1983534,1.0,1.0,1.0,1.0
GCF_002156645.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,LJ0,GCF_002156645.1,49,1898609,38747.1,88768,41918,22602,98438.736,253,235490,4.675422901713834,ASM215664v1,33959,,GCF_002156645.1,GCA_002156645.1,yes,SAMN06364931,Cornell University,2017-05-22,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,49,0.3444958914658047,1898609,2.0,2.0,2.0,2.0
GCF_902362355.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,MGYG-HGUT-00008,GCF_902362355.1,39,1972012,50564.4,93501,61036,34699,117909.978,315,237760,4.741401167944211,MGYG-HGUT-00008,33959,,GCF_902362355.1,GCA_902362355.1,yes,SAMEA5849509,EMG,2019-08-22,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,39,0.3433680930947682,1972012,1.0,1.0,1.0,1.0
GCF_010206295.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,MD006,GCF_010206295.1,43,1906385,44334.5,79219,65410,39724,88551.312,620,156776,4.155456531603008,ASM1020629v1,33959,,GCF_010206295.1,GCA_010206295.1,yes,SAMN12158246,Bioaster,2020-02-05,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,43,0.3441865100701065,1906385,1.0,1.0,1.0,1.0
GCF_910574385.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,A31_23.LJ.DSS,GCF_910574385.1,54,1981965,36703.1,78252,44578,16779,86398.039,1184,176167,3.948202919829563,MGBC000046,33959,,GCF_910574385.1,GCA_910574385.1,yes,SAMEA8801287,UNIVERSITY OF CAMBRIDGE,2021-07-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,54,0.3434984977030371,1981965,1.0,1.0,1.0,1.0
GCF_910574395.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,A16_,GCF_910574395.1,53,1988917,37526.7,77680,47557,17886,83677.431,355,158340,3.905643121357,MGBC000031,33959,,GCF_910574395.1,GCA_910574395.1,yes,SAMEA8801274,UNIVERSITY OF CAMBRIDGE,2021-07-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,53,0.343454251735995,1988917,1.0,1.0,1.0,1.0
GCF_910576225.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,C11,GCF_910576225.1,65,1986457,30560.9,76806,47177,16767,76751.807,306,158434,3.866481882064399,MGBC000223,33959,,GCF_910576225.1,GCA_910576225.1,yes,SAMEA8801455,UNIVERSITY OF CAMBRIDGE,2021-07-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,65,0.343683754543894,1986457,1.0,1.0,1.0,1.0
GCF_009708135.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,LL8,GCF_009708135.1,41,2121247,51737.7,75746,41481,22690,105076.679,5465,283488,3.570824142591598,ASM970813v1,33959,,GCF_009708135.1,GCA_009708135.1,yes,SAMN13266521,UCI,2019-12-03,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,41,0.3430769731200562,2121247,1.0,1.0,1.0,1.0
GCF_012843525.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,WCA-380-WT-3D,GCF_012843525.1,56,1726647,30833.0,70129,49947,24577,97392.569,515,276597,4.061571357666043,ASM1284352v1,33959,,GCF_012843525.1,GCA_012843525.1,yes,SAMN14558272,UniKlinik RWTH Aachen,2020-04-25,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,56,0.3455112712673754,1726647,0.0,0.0,0.0,0.0
GCF_002270005.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,UMNLJ50,GCF_002270005.1,69,1901097,27552.1,58557,27636,13476,64767.236,1271,166788,3.0801689761227333,ASM227000v1,33959,,GCF_002270005.1,GCA_002270005.1,yes,SAMN04573174,University of Minnesota,2017-08-25,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,69,0.3439619335573093,1901097,1.0,1.0,1.0,1.0
GCF_002553705.1,custom,Lactobacillus johnsonii (firmicutes),Lactobacillus,johnsonii,UMNLJ113,GCF_002553705.1,76,1743312,22938.3,57954,24430,12936,64786.114,960,188380,3.324361904237452,ASM255370v1,33959,,GCF_002553705.1,GCA_002553705.1,yes,SAMN04573237,University of Minnesota,2017-10-16,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,76,0.3457315730058647,1743312,0.0,0.0,0.0,0.0
GCF_001433975.1,custom,Lactobacillus johnsonii ATCC 33200 (firmicutes),Lactobacillus,johnsonii,ATCC 33200,GCF_001433975.1,37,1773599,47935.1,200944,157661,45362,196331.628,260,317645,11.329731241391093,ASM143397v1,525330,,GCF_001433975.1,GCA_001433975.1,yes,SAMN02369381,Shanghai Majorbio,2015-11-06,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,37,0.3443331891819966,1773599,0.0,0.0,0.0,0.0
GCF_000159355.1,custom,Lactobacillus johnsonii ATCC 33200 (firmicutes),Lactobacillus,johnsonii,ATCC 33200,GCF_000159355.1,32,1780499,55640.6,1030662,550939,167346,782895.587,213,1030662,57.886131921444495,ASM15935v1,525330,,GCF_000159355.1,GCA_000159355.1,yes,SAMN00001472,BCM,2009-05-28,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,32,0.3431633491509964,1780499,0.0,0.0,0.0,0.0
GCF_000204985.1,custom,Lactobacillus johnsonii DPC 6026 (firmicutes),Lactobacillus,johnsonii,DPC 6026,GCF_000204985.1,1,1966342,1966342.0,1966342,1966342,1966342,1966342.0,1966342,1966342,100.0,ASM20498v1,909954,,GCF_000204985.1,GCA_000204985.1,yes,SAMN02603892,"Teagasc, Food research centre, Moorepark, Fermoy, Co. Cork, Ireland",2011-04-20,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,1,0.3478128423234615,1966342,2.0,0.0,2.0,2.0
GCF_000091405.1,custom,Lactobacillus johnsonii FI9785 (firmicutes),Lactobacillus,johnsonii,FI9785,GCF_000091405.1,3,1785116,595038.7,1755993,1755993,1755993,1727720.489,3471,1755993,98.368565404153,ASM9140v1,633699,,GCF_000091405.1,GCA_000091405.1,yes,SAMEA2272487,Institute of Food Research,2009-11-04,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,3,0.3442919115620497,1785116,0.0,0.0,0.0,0.0
GCF_000498675.1,custom,Lactobacillus johnsonii N6.2 (firmicutes),Lactobacillus,johnsonii,N6.2,GCF_000498675.1,1,1887251,1887251.0,1887251,1887251,1887251,1887251.0,1887251,1887251,100.0,ASM49867v1,1408186,,GCF_000498675.1,GCA_000498675.1,yes,SAMN02641596,University of Florida,2013-11-25,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,1,0.3448327752906211,1887251,2.0,0.0,2.0,2.0
GCF_000008065.1,custom,Lactobacillus johnsonii NCC 533 (firmicutes),Lactobacillus,johnsonii,NCC 533,GCF_000008065.1,1,1992676,1992676.0,1992676,1992676,1992676,1992676.0,1992676,1992676,100.0,ASM806v1,257314,,GCF_000008065.1,GCA_000008065.1,yes,SAMN02603676,"Nestle Research Center, Switzerland",2004-02-02,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,1,0.3461124638425916,1992676,1.0,0.0,1.0,1.0
GCF_002553805.1,custom,Lactobacillus sp. UMNPBX19 (firmicutes),Lactobacillus,sp.,UMNPBX19,GCF_002553805.1,180,1880872,10449.3,56219,26814,11751,65069.91,210,161815,2.988985959703797,ASM255380v1,2042028,,GCF_002553805.1,GCA_002553805.1,yes,SAMN07702370,University of Minnesota,2017-10-16,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,,Lactobacillus,180,0.3462856589922121,1880872,0.0,0.0,0.0,0.0
