genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_001046835.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,IRT,GCF_001046835.1,1,1993967,1993967.0,1993967,1993967,1993967,1993967.0,1993967,1993967,100.0,ASM104683v1,1598,,GCF_001046835.1,GCA_001046835.1,yes,SAMN03382532,Institute for Basic Science (IBS) and Pohang University of Science and Technology (POSTECH),2015-07-06,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,1,0.3889949031252774,1993967,1.0,0.0,1.0,1.0
GCF_020412465.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,19-E-6,GCF_020412465.1,1,1947772,1947772.0,1947772,1947772,1947772,1947772.0,1947772,1947772,100.0,ASM2041246v1,1598,,GCF_020412465.1,GCA_020412465.1,yes,SAMN21920643,The University of Nottingham,2021-10-11,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,1,0.3896523823116874,1947772,1.0,0.0,1.0,1.0
GCF_020412485.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,19-E-3,GCF_020412485.1,1,1947745,1947745.0,1947745,1947745,1947745,1947745.0,1947745,1947745,100.0,ASM2041248v1,1598,,GCF_020412485.1,GCA_020412485.1,yes,SAMN21920642,The University of Nottingham,2021-10-11,na,major,Complete Genome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,1,0.3896603508159436,1947745,1.0,0.0,1.0,1.0
GCF_016697045.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,I49,GCF_016697045.1,1,2063624,2063624.0,2063624,2063624,2063624,2063624.0,2063624,2063624,100.0,ASM1669704v1,1598,,GCF_016697045.1,GCA_016697045.1,yes,SAMN16911574,Institut Pasteur,2021-01-19,na,major,Chromosome,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,1,0.3875352292859552,2063624,2.0,0.0,2.0,2.0
GCF_002221655.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,I49,GCF_002221655.1,3,2063604,687868.0,2045096,2045096,2045096,2026862.042,4170,2045096,99.10312249830878,ASM222165v1,1598,,GCF_002221655.1,GCA_002221655.1,yes,SAMN03854115,Max von Pettenkofer-Institut,2017-07-19,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,3,0.3875389851928955,2063604,2.0,0.0,2.0,2.0
GCF_001889975.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,121,GCF_001889975.1,14,2302234,164445.3,1570268,337075,196333,1140387.895,4943,1570268,68.20627268991771,ASM188997v1,1598,,GCF_001889975.1,GCA_001889975.1,yes,SAMN05788099,University of Groningen,2016-12-06,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,14,0.3900650411730519,2302234,1.0,0.0,1.0,1.0
GCF_020784895.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,PM_Patrick_2_1,GCF_020784895.1,85,2188188,25743.4,373527,81556,39633,366562.66,202,743286,17.070151193590313,ASM2078489v1,1598,,GCF_020784895.1,GCA_020784895.1,yes,SAMN22258634,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,85,0.3863232958045652,2188188,2.0,0.0,2.0,2.0
GCF_009649545.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,L1604-1,GCF_009649545.1,58,2119233,36538.5,288224,75349,44982,219678.821,213,312642,13.600392217372985,ASM964954v1,1598,,GCF_009649545.1,GCA_009649545.1,yes,SAMN13186401,University of Wisconsin - Madison,2019-11-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,58,0.3827398874970331,2119233,1.0,0.0,1.0,1.0
GCF_020785015.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,LTM_Sauna_1_1,GCF_020785015.1,77,2186597,28397.4,215547,62197,32281,264567.869,202,574081,9.85764637928251,ASM2078501v1,1598,,GCF_020785015.1,GCA_020785015.1,yes,SAMN22258627,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,77,0.3864502695284041,2186597,2.0,0.0,2.0,2.0
GCF_020784255.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,2A,GCF_020784255.1,87,2202969,25321.5,197962,91034,31198,171942.163,213,282504,8.986145515438483,ASM2078425v1,1598,,GCF_020784255.1,GCA_020784255.1,yes,SAMN22258665,Huazhong Agricultural University,2021-11-07,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,87,0.3840607834245511,2202969,2.0,0.0,2.0,2.0
GCF_003703885.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,2010,GCF_003703885.1,38,2220255,58427.8,193364,121601,58709,202791.794,292,368467,8.709089721676113,ASM370388v1,1598,,GCF_003703885.1,GCA_003703885.1,yes,SAMN08615538,University of Wisconsin-Madison,2018-10-31,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,38,0.38528232117482,2220255,2.0,1.0,2.0,2.0
GCF_019336465.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,Fn041,GCF_019336465.1,37,2355017,63649.1,151877,123379,58935,170605.711,510,277658,6.4490829577875655,ASM1933646v1,1598,,GCF_019336465.1,GCA_019336465.1,yes,SAMN20256385,Lactobacillus reuteri GDMCC 60546,2021-07-25,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,37,0.3824019104745316,2355017,3.0,1.0,3.0,3.0
GCF_009649605.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,N4I,GCF_009649605.1,103,2085822,20250.7,145434,59611,21561,149531.091,201,288128,6.972502926903638,ASM964960v1,1598,,GCF_009649605.1,GCA_009649605.1,yes,SAMN13186405,University of Wisconsin - Madison,2019-11-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,103,0.3858071302345071,2085822,3.0,2.0,3.0,3.0
GCF_020784195.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,BHM_Thaddeus_3_1,GCF_020784195.1,60,2278083,37968.1,135623,67917,30530,129214.807,203,257022,5.953382734518453,ASM2078419v1,1598,,GCF_020784195.1,GCA_020784195.1,yes,SAMN22258667,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,60,0.3833604833537671,2278083,1.0,0.0,1.0,1.0
GCF_020785135.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,BHM_Lincecum_2_1,GCF_020785135.1,78,2199526,28199.1,133800,77183,29424,134800.585,200,257670,6.083128819572944,ASM2078513v1,1598,,GCF_020785135.1,GCA_020785135.1,yes,SAMN22258622,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,78,0.3835649135313699,2199526,1.0,0.0,1.0,1.0
GCF_003703875.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,R2lc,GCF_003703875.1,58,2091003,36051.8,132336,66142,21446,158128.931,596,329942,6.3288287965153565,ASM370387v1,1598,,GCF_003703875.1,GCA_003703875.1,yes,SAMN08565493,University of Wisconsin-Madison,2018-11-27,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,58,0.3846163778818108,2091003,4.0,3.0,4.0,4.0
GCF_001705505.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,P43,GCF_001705505.1,74,2151063,29068.4,127183,59041,31935,147930.365,209,299974,5.91256508991136,ASM170550v1,1598,,GCF_001705505.1,GCA_001705505.1,yes,SAMN05514174,RTI International,2016-08-16,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,74,0.3876427608117475,2151063,2.0,1.0,2.0,2.0
GCF_009649505.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,CR,GCF_009649505.1,62,2171732,35027.9,126392,57948,25907,142053.792,211,279939,5.819870960136886,ASM964950v1,1598,,GCF_009649505.1,GCA_009649505.1,yes,SAMN13186399,University of Wisconsin - Madison,2019-11-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,62,0.3853136574862828,2171732,2.0,0.0,2.0,2.0
GCF_900093565.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,L6798,GCF_900093565.1,8,2108374,263546.8,1970568,1970568,1970568,1849431.636,1231,1970568,93.4638731079021,PRJEB14722,1598,,GCF_900093565.1,GCA_900093565.1,yes,SAMEA4083360,URMITE,2019-07-11,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,8,0.3838009764870938,2108374,1.0,0.0,1.0,1.0
GCF_020784555.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,D.l.1-B,GCF_020784555.1,91,2190901,24075.8,121258,79184,42321,127987.788,202,273153,5.534617949418983,ASM2078455v1,1598,,GCF_020784555.1,GCA_020784555.1,yes,SAMN22258650,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,91,0.3855742454816534,2190901,1.0,0.0,1.0,1.0
GCF_020784575.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,C.p.1-C,GCF_020784575.1,93,2187769,23524.4,121258,73304,34214,126887.865,202,273153,5.54254128292338,ASM2078457v1,1598,,GCF_020784575.1,GCA_020784575.1,yes,SAMN22258649,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,93,0.3853478132289104,2187769,1.0,0.0,1.0,1.0
GCF_020784635.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,D.l.3-A,GCF_020784635.1,100,2175706,21757.1,121170,77611,42321,123862.851,202,273101,5.569226724566646,ASM2078463v1,1598,,GCF_020784635.1,GCA_020784635.1,yes,SAMN22258651,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,100,0.3854960183039436,2175706,1.0,0.0,1.0,1.0
GCF_009649535.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,One-one,GCF_009649535.1,62,2156208,34777.5,120479,57668,26956,135687.822,231,279830,5.587540719633728,ASM964953v1,1598,,GCF_009649535.1,GCA_009649535.1,yes,SAMN13186407,University of Wisconsin - Madison,2019-11-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,62,0.3852299963639871,2156208,2.0,1.0,2.0,2.0
GCF_000758185.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,LTH5448,GCF_000758185.1,36,1980298,55008.3,113363,49473,27828,125081.066,2671,292794,5.724542467850799,LTH5448,1598,,GCF_000758185.1,GCA_000758185.1,yes,SAMN02869572,University of Alberta,2014-09-25,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,36,0.3844017415560688,1980298,2.0,1.0,4.0,5.0
GCF_004684995.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,I8-5,GCF_004684995.1,65,2290627,35240.4,112333,59683,36881,103702.596,213,193524,4.904028460329857,ASM468499v1,1598,,GCF_004684995.1,GCA_004684995.1,yes,SAMN11294217,UCSF,2019-04-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,65,0.3829427488630842,2290627,2.0,2.0,2.0,2.0
GCF_020785115.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,BHM_Lincecum_1_1,GCF_020785115.1,118,2099280,17790.5,108559,50878,27804,98094.109,200,192008,5.1712491901985445,ASM2078511v1,1598,,GCF_020785115.1,GCA_020785115.1,yes,SAMN22258621,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,118,0.3862905377081666,2099280,3.0,2.0,3.0,3.0
GCF_009649475.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,N2J,GCF_009649475.1,138,2112985,15311.5,106800,60560,20166,116627.596,237,246016,5.0544608693388735,ASM964947v1,1598,,GCF_009649475.1,GCA_009649475.1,yes,SAMN13186404,University of Wisconsin - Madison,2019-11-11,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,138,0.3845550252368095,2112985,2.0,1.0,2.0,2.0
GCF_001657495.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,CRL 1098,GCF_001657495.1,45,1963029,43622.9,104856,45572,30918,106346.97,1035,229710,5.341541057213113,ASM165749v1,1598,,GCF_001657495.1,GCA_001657495.1,yes,SAMN05182497,CERELA-CONICET,2016-06-03,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,45,0.3873911185214279,1963029,1.0,1.0,1.0,1.0
GCF_020785255.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,PNG008C_M,GCF_020785255.1,84,2158974,25702.1,102903,64237,37100,94321.612,200,147353,4.766291766366802,ASM2078525v1,1598,,GCF_020785255.1,GCA_020785255.1,yes,SAMN22258614,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,84,0.3853737932925547,2158974,2.0,0.0,2.0,2.0
GCF_020785325.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,PNG008A_M,GCF_020785325.1,84,2158995,25702.3,102903,64378,43719,95939.189,200,147353,4.766245405848554,ASM2078532v1,1598,,GCF_020785325.1,GCA_020785325.1,yes,SAMN22258612,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,84,0.385376992535879,2158995,2.0,0.0,2.0,2.0
GCF_020785355.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,PB-W1,GCF_020785355.1,84,2158617,25697.8,102903,77365,43719,96466.013,200,153030,4.767080033187916,ASM2078535v1,1598,,GCF_020785355.1,GCA_020785355.1,yes,SAMN22258610,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,84,0.385359700215462,2158617,2.0,0.0,2.0,2.0
GCF_020785415.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,PNG008_48h,GCF_020785415.1,85,2159046,25400.5,102903,64237,37100,94313.745,200,147353,4.766132819773177,ASM2078541v1,1598,,GCF_020785415.1,GCA_020785415.1,yes,SAMN22258609,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,85,0.3853637208285511,2159046,2.0,0.0,2.0,2.0
GCF_020785475.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,PNG008_24h,GCF_020785475.1,69,2154690,31227.4,102887,77493,43703,96340.164,201,153030,4.775025641739647,ASM2078547v1,1598,,GCF_020785475.1,GCA_020785475.1,yes,SAMN22258608,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,69,0.3852976530266535,2154690,2.0,0.0,2.0,2.0
GCF_020785335.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,PNG008_ANA,GCF_020785335.1,135,2230458,16521.9,98787,63523,35721,91774.374,200,146858,4.429000680577711,ASM2078533v1,1598,,GCF_020785335.1,GCA_020785335.1,yes,SAMN22258611,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,135,0.3857077784024626,2230458,2.0,0.0,2.0,2.0
GCF_020785145.1,custom,Limosilactobacillus reuteri (firmicutes),Limosilactobacillus,reuteri,BHM_Thaddeus_2_1,GCF_020785145.1,126,2299377,18249.0,97191,51036,26432,122665.61,202,295446,4.22684057464261,ASM2078514v1,1598,,GCF_020785145.1,GCA_020785145.1,yes,SAMN22258623,Huazhong Agricultural University,2021-11-07,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus reuteri,,Limosilactobacillus,126,0.3843271460052005,2299377,1.0,0.0,1.0,1.0
