genome_id,source,organism,genus,species,strain,closest_placement_reference,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max,N50_percent,assembly,tax_id,refseq_category,refseq,genbank,refseq_genbank_identity,biosample,submitter,date,assembly_type,release_type,assembly_level,genome_representation,pubMLST,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism,Genus_cat,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_004766195.1,custom,Weissella confusa (firmicutes),Weissella,confusa,EJ61,GCF_004766195.1,60,2221895,37031.6,196424,87001,40136,170941.451,205,273292,8.84038174621213,ASM476619v1,1583,,GCF_004766195.1,GCA_004766195.1,yes,SAMN08627299,University of Saskatchewan,2019-04-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,60,0.4472812621658539,2221895,1.0,0.0,1.0,1.0
GCF_018916945.1,custom,Weissella confusa (firmicutes),Weissella,confusa,N65,GCF_018916945.1,36,2259125,62753.5,195639,109238,50820,232911.623,508,476030,8.659945775466165,ASM1891694v1,1583,,GCF_018916945.1,GCA_018916945.1,yes,SAMN19374073,The Institute of Microbiology of the Chinese Academy of Sciences,2021-06-16,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,36,0.4461696453272838,2259125,2.0,1.0,2.0,2.0
GCF_016466375.1,custom,Weissella confusa (firmicutes),Weissella,confusa,UC 748F4,GCF_016466375.1,41,2271866,55411.4,193332,151002,58683,187572.782,207,311276,8.509832886270582,ASM1646637v1,1583,,GCF_016466375.1,GCA_016466375.1,yes,SAMN14219519,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,41,0.447508787930274,2271866,1.0,0.0,1.0,1.0
GCF_004766185.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 30969,GCF_004766185.1,34,2312481,68014.1,186937,78573,54739,171034.584,551,288537,8.083828580645635,ASM476618v1,1583,,GCF_004766185.1,GCA_004766185.1,yes,SAMN08627301,University of Saskatchewan,2019-04-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,34,0.4475781638854546,2312481,1.0,0.0,1.0,1.0
GCF_016466115.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 30969,GCF_016466115.1,42,2311720,55041.0,186847,78466,54533,173271.593,220,288058,8.08259650822764,ASM1646611v1,1583,,GCF_016466115.1,GCA_016466115.1,yes,SAMN14219531,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,42,0.4475455504991954,2311720,1.0,0.0,1.0,1.0
GCF_016465965.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 43002,GCF_016465965.1,56,2410782,43049.7,186846,73781,53713,160947.914,212,290558,7.750431187888411,ASM1646596v1,1583,,GCF_016465965.1,GCA_016465965.1,yes,SAMN14219538,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,56,0.4456794517297707,2410782,1.0,0.0,1.0,1.0
GCF_004766305.1,custom,Weissella confusa (firmicutes),Weissella,confusa,VTT E-072748,GCF_004766305.1,41,2384251,58152.5,184820,99569,45535,181736.119,221,291439,7.751700638900854,ASM476630v1,1583,,GCF_004766305.1,GCA_004766305.1,yes,SAMN08627291,University of Saskatchewan,2019-04-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,41,0.4460088304461233,2384251,1.0,0.0,1.0,1.0
GCF_004766095.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 39518,GCF_004766095.1,40,2276169,56904.2,180391,104236,29152,162861.316,507,297815,7.92520239050791,ASM476609v1,1583,,GCF_004766095.1,GCA_004766095.1,yes,SAMN08627304,University of Saskatchewan,2019-04-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,40,0.4468046968392944,2276169,1.0,0.0,1.0,1.0
GCF_004766425.1,custom,Weissella confusa (firmicutes),Weissella,confusa,VTT E-90393,GCF_004766425.1,46,2215163,48155.7,180059,147853,78867,184562.195,272,313402,8.128476324315637,ASM476642v1,1583,,GCF_004766425.1,GCA_004766425.1,yes,SAMN08627288,University of Saskatchewan,2019-04-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,46,0.4473440554938847,2215163,1.0,0.0,1.0,1.0
GCF_003466065.1,custom,Weissella confusa (firmicutes),Weissella,confusa,AF03-13,GCF_003466065.1,29,2346332,80908.0,180550,78091,60286,203833.227,729,423938,7.694989455882629,ASM346606v1,1583,,GCF_003466065.1,GCA_003466065.1,yes,SAMN09734169,BGI,2018-09-06,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,29,0.4459062059418701,2346332,1.0,0.0,1.0,1.0
GCF_902363865.1,custom,Weissella confusa (firmicutes),Weissella,confusa,MGYG-HGUT-00155,GCF_902363865.1,29,2346332,80908.0,180550,78091,60286,203833.227,729,423938,7.694989455882629,MGYG-HGUT-00155,1583,,GCF_902363865.1,GCA_902363865.1,yes,SAMEA5849656,EMG,2019-08-22,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,29,0.4459062059418701,2346332,1.0,0.0,1.0,1.0
GCF_015551765.1,custom,Weissella confusa (firmicutes),Weissella,confusa,1001271B_151109_F1,GCF_015551765.1,42,2205752,52517.9,172673,80994,38505,152116.46,1077,251803,7.828305267319263,ASM1555176v1,1583,,GCF_015551765.1,GCA_015551765.1,yes,SAMN15532749,Icahn School of Medicine at Mount Sinai,2020-11-17,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,42,0.4467129577577171,2205752,1.0,0.0,1.0,1.0
GCF_004766085.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 37938,GCF_004766085.1,46,2270650,49362.0,171525,77569,49300,157084.559,542,273061,7.554004359985027,ASM476608v1,1583,,GCF_004766085.1,GCA_004766085.1,yes,SAMN08627303,University of Saskatchewan,2019-04-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,46,0.4467742716843195,2270650,1.0,0.0,1.0,1.0
GCF_016466085.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 37938,GCF_016466085.1,54,2244220,41559.6,171492,78049,49190,153763.512,207,274018,7.641496822949621,ASM1646608v1,1583,,GCF_016466085.1,GCA_016466085.1,yes,SAMN14219533,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,54,0.4477462102645908,2244220,1.0,0.0,1.0,1.0
GCF_003284505.1,custom,Weissella confusa (firmicutes),Weissella,confusa,32,GCF_003284505.1,52,2284353,43929.9,167595,68008,29063,209457.586,220,399782,7.336650684023003,ASM328450v1,1583,,GCF_003284505.1,GCA_003284505.1,yes,SAMN08995362,FRCC PCM,2018-06-28,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,52,0.4462283193534449,2284353,1.0,0.0,1.0,1.0
GCF_016466095.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 39150,GCF_016466095.1,38,2250519,59224.2,165344,95099,57352,184501.139,207,311526,7.346927530938419,ASM1646609v1,1583,,GCF_016466095.1,GCA_016466095.1,yes,SAMN14219534,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,38,0.448369909340912,2250519,1.0,0.0,1.0,1.0
GCF_004766205.1,custom,Weissella confusa (firmicutes),Weissella,confusa,F71,GCF_004766205.1,39,2322300,59546.2,162527,83688,32251,138668.202,551,252060,6.998535934203161,ASM476620v1,1583,,GCF_004766205.1,GCA_004766205.1,yes,SAMN08627300,University of Saskatchewan,2019-04-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,39,0.4457244972656418,2322300,1.0,0.0,1.0,1.0
GCF_016466705.1,custom,Weissella confusa (firmicutes),Weissella,confusa,DSM 20194,GCF_016466705.1,37,2208962,59701.7,161796,98838,63958,178897.628,240,313369,7.32452618016969,ASM1646670v1,1583,,GCF_016466705.1,GCA_016466705.1,yes,SAMN14219499,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,37,0.4472068781626845,2208962,1.0,0.0,1.0,1.0
GCF_016465935.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 51220,GCF_016465935.1,50,2235316,44706.3,159216,63389,39005,182081.549,212,339021,7.122751324644927,ASM1646593v1,1583,,GCF_016465935.1,GCA_016465935.1,yes,SAMN14219539,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,50,0.4471229123756999,2235316,1.0,0.0,1.0,1.0
GCF_004766105.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 36556,GCF_004766105.1,25,2196755,87870.2,159213,133134,64258,243826.074,551,498216,7.247644821566356,ASM476610v1,1583,,GCF_004766105.1,GCA_004766105.1,yes,SAMN08627302,University of Saskatchewan,2019-04-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,25,0.4473935418378472,2196755,1.0,0.0,1.0,1.0
GCF_016465945.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 39518,GCF_016465945.1,50,2280085,45601.7,156974,104196,32056,158875.367,209,266421,6.884567899880926,ASM1646594v1,1583,,GCF_016465945.1,GCA_016465945.1,yes,SAMN14219535,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,50,0.4466004556847661,2280085,1.0,0.0,1.0,1.0
GCF_016465865.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 54486,GCF_016465865.1,54,2220792,41125.8,156201,89631,38433,137616.477,205,250238,7.033571806814866,ASM1646586v1,1583,,GCF_016465865.1,GCA_016465865.1,yes,SAMN14219540,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,54,0.4475173721807355,2220792,1.0,0.0,1.0,1.0
GCF_015594935.1,custom,Weissella confusa (firmicutes),Weissella,confusa,WcL17,GCF_015594935.1,30,2310516,77017.2,155975,84516,52694,182179.71,801,308521,6.750656563295818,ASM1559493v1,1583,,GCF_015594935.1,GCA_015594935.1,yes,SAMN15393800,Universidad Nacional Autonoma de Mexico,2020-11-18,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,30,0.4465517659258797,2310516,2.0,1.0,2.0,2.0
GCF_004766115.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 51220,GCF_004766115.1,37,2233286,60359.1,155412,55965,34290,150332.783,664,273171,6.958893755658702,ASM476611v1,1583,,GCF_004766115.1,GCA_004766115.1,yes,SAMN08627305,University of Saskatchewan,2019-04-09,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,37,0.4472400758344431,2233286,1.0,0.0,1.0,1.0
GCF_016466435.1,custom,Weissella confusa (firmicutes),Weissella,confusa,UC 048F3,GCF_016466435.1,47,2291289,48750.8,149083,78050,49193,157257.8,207,307230,6.506512273222628,ASM1646643v1,1583,,GCF_016466435.1,GCA_016466435.1,yes,SAMN14219516,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,47,0.4459302165724184,2291289,1.0,0.0,1.0,1.0
GCF_016466475.1,custom,Weissella confusa (firmicutes),Weissella,confusa,UC 024F6,GCF_016466475.1,55,2302034,41855.2,149083,82941,49193,159690.472,207,307230,6.476142402762079,ASM1646647v1,1583,,GCF_016466475.1,GCA_016466475.1,yes,SAMN14219515,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,55,0.4457010626254868,2302034,1.0,0.0,1.0,1.0
GCF_016466155.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCUG 30943,GCF_016466155.1,48,2333989,48624.8,148492,78335,54533,159760.829,220,288058,6.362155091562128,ASM1646615v1,1583,,GCF_016466155.1,GCA_016466155.1,yes,SAMN14219530,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,48,0.4467274695810477,2333989,1.0,0.0,1.0,1.0
GCF_900166935.1,custom,Weissella confusa (firmicutes),Weissella,confusa,AB3E41,GCF_900166935.1,54,2258481,41823.7,146189,87894,66319,144331.694,596,253412,6.472890407313588,ASM90016693v1,1583,,GCF_900166935.1,GCA_900166935.1,yes,SAMEA95324668,MICALIS,2017-02-23,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,54,0.4487104385646813,2258481,1.0,0.0,1.0,1.0
GCF_016465895.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CIP 102578,GCF_016465895.1,49,2260674,46136.2,142452,95354,39109,241661.471,209,526486,6.301306601482566,ASM1646589v1,1583,,GCF_016465895.1,GCA_016465895.1,yes,SAMN14219543,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,49,0.4472931523961438,2260674,1.0,0.0,1.0,1.0
GCF_014061025.1,custom,Weissella confusa (firmicutes),Weissella,confusa,CCK931,GCF_014061025.1,27,2277843,84364.6,140331,78081,60432,169951.01,3660,317607,6.160696764438989,ASM1406102v1,1583,,GCF_014061025.1,GCA_014061025.1,yes,SAMN15636629,Gachon University,2020-08-04,na,major,Scaffold,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,27,0.4466826730376061,2277843,1.0,0.0,1.0,1.0
GCF_016466295.1,custom,Weissella confusa (firmicutes),Weissella,confusa,BCC 3038,GCF_016466295.1,52,2315959,44537.7,139916,54251,29468,127216.157,353,226940,6.041385015883269,ASM1646629v1,1583,,GCF_016466295.1,GCA_016466295.1,yes,SAMN14219523,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,52,0.4465480606521963,2315959,1.0,0.0,1.0,1.0
GCF_016466655.1,custom,Weissella confusa (firmicutes),Weissella,confusa,LMG 17698,GCF_016466655.1,44,2268883,51565.5,121581,69195,57591,184729.712,207,432045,5.358628012109924,ASM1646665v1,1583,,GCF_016466655.1,GCA_016466655.1,yes,SAMN14219503,Universita' Cattolica del Sacro Cuore,2021-01-04,na,major,Contig,full,-,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella confusa,,Weissella,44,0.4481443071326287,2268883,1.0,0.0,1.0,1.0
