genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id,source
GCF_029842725.1,PRJNA868296,ASM2984272v1,Contig,na,SAMN30525219,2023-04-19,GCA_029842725.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_029842725.1,,yes,major,mosselii,GD03763,Washington University in St. Louis School of Medicine,78327,ncbi
GCF_029842745.1,PRJNA868296,ASM2984274v1,Contig,na,SAMN30525218,2023-04-19,GCA_029842745.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_029842745.1,,yes,major,mosselii,GD03762,Washington University in St. Louis School of Medicine,78327,ncbi
GCF_029843025.1,PRJNA868296,ASM2984302v1,Contig,na,SAMN30525207,2023-04-19,GCA_029843025.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_029843025.1,,yes,major,mosselii,GD03751,Washington University in St. Louis School of Medicine,78327,ncbi
GCF_029843155.1,PRJNA868296,ASM2984315v1,Contig,na,SAMN30525201,2023-04-19,GCA_029843155.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_029843155.1,,yes,major,mosselii,GD03745,Washington University in St. Louis School of Medicine,78327,ncbi
GCF_029843845.1,PRJNA868296,ASM2984384v1,Contig,na,SAMN30525164,2023-04-19,GCA_029843845.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_029843845.1,,yes,major,mosselii,GD03708,Washington University in St. Louis School of Medicine,78327,ncbi
GCF_945952515.1,PRJEB54755,SRR9109406_bin.6_metaWRAP_v1.3_MAG,Contig,na,SAMEA110422317,2022-09-15,GCA_945952515.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_945952515.1,,yes,major,mosselii,SRR9109406_bin.6_metaWRAP_v1.3_MAG,EMG,78327,ncbi
GCF_025163535.1,PRJNA876234,ASM2516353v1,Complete Genome,na,SAMN30648327,2022-09-13,GCA_025163535.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_025163535.1,,yes,major,mosselii,PH4,The Independent Schools Foundation Academy,78327,ncbi
GCF_024752495.1,PRJNA871068,ASM2475249v1,Complete Genome,na,SAMN30403672,2022-08-28,GCA_024752495.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_024752495.1,,yes,major,mosselii,P33,University of Tuebingen,78327,ncbi
GCF_023572355.1,PRJNA677881,ASM2357235v1,Contig,na,SAMN27549442,2022-05-28,GCA_023572355.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_023572355.1,,yes,major,mosselii,CCBH28871,Instituto Oswaldo Cruz,78327,ncbi
GCF_023572565.1,PRJNA677881,ASM2357256v1,Contig,na,SAMN27549422,2022-05-28,GCA_023572565.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_023572565.1,,yes,major,mosselii,CCBH27450,Instituto Oswaldo Cruz,78327,ncbi
GCF_023065975.1,PRJNA826312,ASM2306597v1,Complete Genome,na,SAMN27554563,2022-04-20,GCA_023065975.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_023065975.1,,yes,major,mosselii,923,Shanghai Jiao Tong University,78327,ncbi
GCF_022557355.1,PRJNA813185,ASM2255735v1,Contig,na,SAMN26454016,2022-03-13,GCA_022557355.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_022557355.1,,yes,major,mosselii,9-1,HAINAN UNIVERSITY,78327,ncbi
GCF_021602505.1,PRJDB10089,ASM2160250v1,Contig,na,SAMD00422637,2021-11-22,GCA_021602505.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_021602505.1,,yes,major,mosselii,BML-PP044,"Department of Microbiology, Juntendo University School of Medicine",78327,ncbi
GCF_021602665.1,PRJDB10089,ASM2160266v1,Contig,na,SAMD00422645,2021-11-22,GCA_021602665.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_021602665.1,,yes,major,mosselii,BML-PP052,"Department of Microbiology, Juntendo University School of Medicine",78327,ncbi
GCF_019823065.1,PRJNA755842,ASM1982306v1,Complete Genome,na,SAMN20845043,2021-08-31,GCA_019823065.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_019823065.1,,yes,major,mosselii,DSM 17497,Shanghai Jiao Tong University,78327,ncbi
GCF_016008855.1,PRJNA475751,ASM1600885v1,Contig,na,SAMN13622251,2020-12-13,GCA_016008855.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_016008855.1,,yes,major,mosselii,PSB00033,University of Pittsburgh,78327,ncbi
GCF_014268895.1,PRJNA639797,ASM1426889v1,Contig,na,SAMN15248324,2020-08-23,GCA_014268895.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_014268895.1,,yes,major,mosselii,RW5S2,KU Leuven,78327,ncbi
GCF_014268925.1,PRJNA639797,ASM1426892v1,Contig,na,SAMN15248325,2020-08-23,GCA_014268925.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_014268925.1,,yes,major,mosselii,BW18S1,KU Leuven,78327,ncbi
GCF_014062065.1,PRJNA649295,ASM1406206v1,Contig,na,SAMN15663403,2020-08-04,GCA_014062065.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_014062065.1,,yes,major,mosselii,14802,Universidade Federal de Sao Paulo,78327,ncbi
GCF_002736065.1,PRJNA415012,ASM273606v1,Complete Genome,na,SAMN07812005,2017-10-30,GCA_002736065.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_002736065.1,Representative Genome,yes,major,mosselii,PtA1,Plant Pathology,78327,ncbi
GCF_002309555.1,PRJNA401506,ASM230955v1,Complete Genome,na,SAMN07606279,2017-09-18,GCA_002309555.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_002309555.1,,yes,major,mosselii,BS011,China National Rice Research Institute,78327,ncbi
GCF_002099255.1,PRJNA356481,ASM209925v1,Contig,na,SAMN06114602,2017-04-18,GCA_002099255.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_002099255.1,,yes,major,mosselii,WS2-TSB-10,institute of microbial technology,78327,ncbi
GCF_001709215.1,PRJNA323933,ASM170921v1,Contig,na,SAMN05192121,2016-08-23,GCA_001709215.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_001709215.1,,yes,major,mosselii,Gil3,U.S. Department of Agriculture,78327,ncbi
GCF_001562525.1,PRJNA311277,ASM156252v1,Scaffold,na,SAMN04481375,2016-02-17,GCA_001562525.1,full,Pseudomonas,Pseudomonas mosselii (g-proteobacteria),GCF_001562525.1,,yes,major,mosselii,BW11M1,University of Leuven,78327,ncbi
GCF_000621225.1,PRJNA221051,ASM62122v1,Scaffold,na,SAMN02743979,2014-04-08,GCA_000621225.1,full,Pseudomonas,Pseudomonas mosselii DSM 17497 (g-proteobacteria),GCF_000621225.1,,yes,major,mosselii,DSM 17497,DOE Joint Genome Institute,1403339,ncbi
