genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id,source
GCF_003149795.1,PRJNA453625,ASM314979v1,Complete Genome,na,SAMN08984036,2018-05-23,GCA_003149795.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_003149795.1,,yes,major,amyloliquefaciens,ALB79,"United States Department of Agriculture, Agricultural Research Service",1390,ncbi
GCF_023920185.1,PRJNA787390,ASM2392018v1,Complete Genome,na,SAMN23798686,2022-06-27,GCA_023920185.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_023920185.1,,yes,major,amyloliquefaciens,TL106,Tibet Agricultural & Animal Husbandry University,1390,ncbi
GCF_017357905.1,PRJNA679991,ASM1735790v1,Complete Genome,na,SAMN16868982,2021-03-16,GCA_017357905.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_017357905.1,,yes,major,amyloliquefaciens,GXU-1,Guangxi University,1390,ncbi
GCF_018502525.1,PRJNA728548,ASM1850252v1,Complete Genome,na,SAMN19091683,2021-05-26,GCA_018502525.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_018502525.1,,yes,major,amyloliquefaciens,SN16-1,East China University of Science and Technology,1390,ncbi
GCF_001483885.1,PRJNA301202,ASM148388v1,Complete Genome,na,SAMN04244584,2016-01-04,GCA_001483885.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001483885.1,,yes,major,amyloliquefaciens,MBE1283,Macrogen Inc,1390,ncbi
GCF_014792065.1,PRJNA664440,ASM1479206v1,Complete Genome,na,SAMN16218602,2020-09-29,GCA_014792065.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_014792065.1,,yes,major,amyloliquefaciens,MOH1-5b,"United States Department of Agriculture, Agricultural Research Service",1390,ncbi
GCF_001874385.1,PRJNA352297,ASM187438v1,Complete Genome,na,SAMN05969227,2016-11-10,GCA_001874385.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001874385.1,,yes,major,amyloliquefaciens,Y14,Shandong Agricultural University,1390,ncbi
GCF_007923205.1,PRJNA544603,ASM792320v1,Complete Genome,na,SAMN11843773,2019-08-09,GCA_007923205.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_007923205.1,,yes,major,amyloliquefaciens,X030,hunan normal universiy,1390,ncbi
GCF_020971785.1,PRJNA781078,ASM2097178v1,Complete Genome,na,SAMN23230624,2021-11-24,GCA_020971785.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_020971785.1,,yes,major,amyloliquefaciens,ZF57,"Institute of Vegetables and Flowers, Chinese Academy of Agricultural Sciences",1390,ncbi
GCF_018363035.1,PRJNA727793,ASM1836303v1,Complete Genome,na,SAMN19035411,2021-05-16,GCA_018363035.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_018363035.1,,yes,major,amyloliquefaciens,L-17,UPS-IUT Paul SABATIER,1390,ncbi
GCF_001922005.1,PRJNA354791,ASM192200v1,Complete Genome,na,SAMN06051297,2016-12-27,GCA_001922005.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001922005.1,,yes,major,amyloliquefaciens,WS-8,Hebei Academy of Science,1390,ncbi
GCF_023278425.1,PRJNA733877,ASM2327842v1,Complete Genome,na,SAMN19461143,2022-05-09,GCA_023278425.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_023278425.1,,yes,major,amyloliquefaciens,CQN-2,Fisheries Research Institute of Fujian,1390,ncbi
GCF_017815555.1,PRJNA718915,ASM1781555v1,Complete Genome,na,SAMN18579264,2021-04-07,GCA_017815555.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_017815555.1,,yes,major,amyloliquefaciens,G10,Dankook University,1390,ncbi
GCF_023238285.1,PRJNA831700,ASM2323828v1,Complete Genome,na,SAMN27761608,2022-05-04,GCA_023238285.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_023238285.1,,yes,major,amyloliquefaciens,A15.1,Xinjiang Academy of Agricultural Sciences,1390,ncbi
GCF_001586105.1,PRJNA302594,ASM158610v1,Complete Genome,na,SAMN04275172,2016-03-10,GCA_001586105.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001586105.1,,yes,major,amyloliquefaciens,S499,Fondazione Edmund Mach,1390,ncbi
GCF_015999565.1,PRJNA681947,ASM1599956v1,Complete Genome,na,SAMN16976109,2020-12-13,GCA_015999565.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_015999565.1,,yes,major,amyloliquefaciens,DGL1,Qinghai university,1390,ncbi
GCF_023115375.1,PRJNA828015,ASM2311537v1,Complete Genome,na,SAMN27628424,2022-04-26,GCA_023115375.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_023115375.1,,yes,major,amyloliquefaciens,GL18,Qinghai University,1390,ncbi
GCF_024452365.1,PRJNA860324,ASM2445236v1,Complete Genome,na,SAMN29840932,2022-07-27,GCA_024452365.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_024452365.1,,yes,major,amyloliquefaciens,B408,Nanjing Normal University,1390,ncbi
GCF_008808015.1,PRJNA572568,ASM880801v1,Complete Genome,na,SAMN12794366,2019-10-03,GCA_008808015.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_008808015.1,,yes,major,amyloliquefaciens,V167,"Institute of Bioengineering, Research Center of Biotechnology of RAS",1390,ncbi
GCF_024168855.1,PRJNA712072,ASM2416885v1,Contig,na,SAMN18251133,2022-07-06,GCA_024168855.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_024168855.1,,yes,major,amyloliquefaciens,CIAD-IB72,DOE Joint Genome Institute,1390,ncbi
GCF_020536055.1,PRJNA701126,ASM2053605v1,Contig,na,SAMN17848992,2021-10-20,GCA_020536055.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_020536055.1,,yes,major,amyloliquefaciens,ELA1901036,Elanco Animal Health,1390,ncbi
GCF_019458775.1,PRJNA751687,ASM1945877v1,Contig,na,SAMN20524472,2021-08-08,GCA_019458775.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_019458775.1,,yes,major,amyloliquefaciens,PMB05,National Pingtung University of Science and Technology,1390,ncbi
GCF_011317125.1,PRJNA593391,ASM1131712v1,Contig,na,SAMN13476498,2020-03-16,GCA_011317125.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_011317125.1,,yes,major,amyloliquefaciens,BTS-4,"The Sainsbury Laboratory, University of East Anglia",1390,ncbi
GCF_013346175.1,PRJNA637984,ASM1334617v1,Contig,na,SAMN15163233,2020-06-15,GCA_013346175.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013346175.1,,yes,major,amyloliquefaciens,IIF7SW-B4,"Jet Propulsion Laboratory, California Institute of Technology",1390,ncbi
GCF_011421515.1,PRJNA593703,ASM1142151v1,Contig,na,SAMN13483590,2020-03-18,GCA_011421515.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_011421515.1,,yes,major,amyloliquefaciens,BTLK6A,"The Sainsbury Laboratory, University of East Anglia",1390,ncbi
GCF_018791865.1,PRJNA734188,ASM1879186v1,Contig,na,SAMN19487240,2021-06-08,GCA_018791865.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_018791865.1,,yes,major,amyloliquefaciens,AD20,"SEAPHAGES, University of Lagos",1390,ncbi
GCF_020256445.1,PRJNA766633,ASM2025644v1,Contig,na,SAMN21855607,2021-10-04,GCA_020256445.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_020256445.1,,yes,major,amyloliquefaciens,AD20_2,University of Lagos,1390,ncbi
GCF_000750045.1,PRJNA259605,ASM75004v1,Contig,na,SAMN03009691,2014-09-08,GCA_000750045.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_000750045.1,,yes,major,amyloliquefaciens,X1,Huazhong Agricultural University,1390,ncbi
GCF_004804245.1,PRJNA532320,ASM480424v1,Contig,na,SAMN11394168,2019-04-19,GCA_004804245.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_004804245.1,,yes,major,amyloliquefaciens,19742-1,Chinese Academy of Agricultural Sciences (CAAS),1390,ncbi
GCF_004804235.1,PRJNA532322,ASM480423v1,Contig,na,SAMN11394172,2019-04-19,GCA_004804235.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_004804235.1,,yes,major,amyloliquefaciens,19742-2,Chinese Academy of Agricultural Sciences (CAAS),1390,ncbi
GCF_011754125.1,PRJNA592051,ASM1175412v1,Contig,na,SAMN13405460,2020-03-25,GCA_011754125.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_011754125.1,,yes,major,amyloliquefaciens,CB,Navsari Agricultural University,1390,ncbi
GCF_001619745.1,PRJNA308161,ASM161974v1,Contig,na,SAMN04387725,2016-04-13,GCA_001619745.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001619745.1,,yes,major,amyloliquefaciens,M49,University of Malaya,1390,ncbi
GCF_017948535.1,PRJNA705578,ASM1794853v1,Scaffold,na,SAMN18092518,2021-04-14,GCA_017948535.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_017948535.1,,yes,major,amyloliquefaciens,N11,Hunan Normal University,1390,ncbi
GCF_002024555.1,PRJNA359364,ASM202455v1,Scaffold,na,SAMN06190352,2017-03-09,GCA_002024555.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_002024555.1,,yes,major,amyloliquefaciens,F11,University of Alberta,1390,ncbi
GCF_024539575.1,PRJNA826263,ASM2453957v1,Contig,na,SAMN27554126,2022-08-04,GCA_024539575.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_024539575.1,,yes,major,amyloliquefaciens,BA11,Zhejiang University,1390,ncbi
GCF_019458745.1,PRJNA751681,ASM1945874v1,Contig,na,SAMN20524484,2021-08-08,GCA_019458745.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_019458745.1,,yes,major,amyloliquefaciens,PMB04,National Pingtung University of Science and Technology,1390,ncbi
GCF_022832415.1,PRJNA548684,ASM2283241v1,Contig,na,SAMN27023760,2022-04-06,GCA_022832415.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_022832415.1,,yes,major,amyloliquefaciens,S2784,Embrapa Genetic Resources and Biotechnology,1390,ncbi
GCF_003337795.1,PRJNA456357,ASM333779v1,Scaffold,na,SAMN09063492,2018-07-24,GCA_003337795.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_003337795.1,,yes,major,amyloliquefaciens,E1101,DOE Joint Genome Institute,1390,ncbi
GCF_900156245.1,PRJEB18880,IMG-taxon 2681812862 annotated assembly,Scaffold,na,SAMN05216239,2017-01-14,GCA_900156245.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_900156245.1,,yes,major,amyloliquefaciens,GD4a,DOE - JOINT GENOME INSTITUTE,1390,ncbi
GCF_005048195.1,PRJNA534107,ASM504819v1,Contig,na,SAMN11477538,2019-05-02,GCA_005048195.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_005048195.1,,yes,major,amyloliquefaciens,HMA-LCI,maclea_lab,1390,ncbi
GCF_017824715.1,PRJNA706998,ASM1782471v1,Scaffold,na,SAMN18153428,2021-04-07,GCA_017824715.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_017824715.1,,yes,major,amyloliquefaciens,CBMAI 1301,Agrivalle Brasil Industria e Comercio de Produtos Agricolas Ltda,1390,ncbi
GCF_001617995.1,PRJNA300579,ASM161799v1,Contig,na,SAMN04226371,2016-04-08,GCA_001617995.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001617995.1,,yes,major,amyloliquefaciens,H57,University of Queensland,1390,ncbi
GCF_021128895.1,PRJNA785769,ASM2112889v1,Contig,na,SAMN23576622,2021-12-08,GCA_021128895.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_021128895.1,,yes,major,amyloliquefaciens,BS9,NIBGE,1390,ncbi
GCF_019093835.1,PRJNA723625,ASM1909383v1,Contig,na,SAMN18824373,2021-07-02,GCA_019093835.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_019093835.1,,yes,major,amyloliquefaciens,BK,"Brooklyn College, CUNY",1390,ncbi
GCF_024653545.1,PRJNA548684,ASM2465354v1,Contig,na,SAMN30127316,2022-08-14,GCA_024653545.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_024653545.1,,yes,major,amyloliquefaciens,2791,Embrapa Genetic Resources and Biotechnology,1390,ncbi
GCF_024653525.1,PRJNA548684,ASM2465352v1,Contig,na,SAMN30126292,2022-08-14,GCA_024653525.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_024653525.1,,yes,major,amyloliquefaciens,2788,Embrapa Genetic Resources and Biotechnology,1390,ncbi
GCF_015845485.1,PRJNA283728,ASM1584548v1,Scaffold,na,SAMN03654318,2020-12-08,GCA_015845485.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_015845485.1,,yes,major,amyloliquefaciens,G25-110,Institute of Life Sciences and Technology,1390,ncbi
GCF_001469685.1,PRJNA300225,ASM146968v1,Contig,na,SAMN04217165,2015-12-18,GCA_001469685.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001469685.1,,yes,major,amyloliquefaciens,Jxnuwx-1,Jiangxi Normal University,1390,ncbi
GCF_013423695.1,PRJNA631868,ASM1342369v1,Contig,na,SAMN14929116,2020-07-18,GCA_013423695.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013423695.1,,yes,major,amyloliquefaciens,G58,"Institute of Agricultural Resources and Environment, Guangdong Academy of Agricultural Sciences",1390,ncbi
GCF_001294785.1,PRJNA294742,ASM129478v1,Contig,na,SAMN04032688,2015-09-18,GCA_001294785.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001294785.1,,yes,major,amyloliquefaciens,XK-4-1,Yangtze University,1390,ncbi
GCF_017592865.1,PRJNA714530,ASM1759286v1,Contig,na,SAMN18311133,2021-03-27,GCA_017592865.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_017592865.1,,yes,major,amyloliquefaciens,IMA411,Mato Grosso Cotton Institute,1390,ncbi
GCF_009933355.1,PRJNA357983,ASM993335v1,Scaffold,na,SAMN06163185,2020-01-27,GCA_009933355.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_009933355.1,,yes,major,amyloliquefaciens,10456,Praj Matrix R and D Center,1390,ncbi
GCF_001278635.1,PRJNA236098,ASM127863v1,Contig,na,SAMN03983769,2015-09-03,GCA_001278635.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001278635.1,,yes,major,amyloliquefaciens,Bs006,NIH,1390,ncbi
GCF_024653145.1,PRJNA548684,ASM2465314v1,Contig,na,SAMN30154157,2022-08-14,GCA_024653145.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_024653145.1,,yes,major,amyloliquefaciens,2536,Embrapa Genetic Resources and Biotechnology,1390,ncbi
GCF_013346105.1,PRJNA637984,ASM1334610v1,Contig,na,SAMN15163234,2020-06-15,GCA_013346105.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013346105.1,,yes,major,amyloliquefaciens,IIF7SW-P4,"Jet Propulsion Laboratory, California Institute of Technology",1390,ncbi
GCF_013346205.1,PRJNA637984,ASM1334620v1,Contig,na,SAMN15163230,2020-06-15,GCA_013346205.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013346205.1,,yes,major,amyloliquefaciens,IIF7SC-B1,"Jet Propulsion Laboratory, California Institute of Technology",1390,ncbi
GCF_013346225.1,PRJNA637984,ASM1334622v1,Contig,na,SAMN15163231,2020-06-15,GCA_013346225.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013346225.1,,yes,major,amyloliquefaciens,IIF7SW-P2,"Jet Propulsion Laboratory, California Institute of Technology",1390,ncbi
GCF_013346265.1,PRJNA637984,ASM1334626v1,Contig,na,SAMN15163228,2020-06-15,GCA_013346265.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013346265.1,,yes,major,amyloliquefaciens,IIF7SW-P5,"Jet Propulsion Laboratory, California Institute of Technology",1390,ncbi
GCF_013346305.1,PRJNA637984,ASM1334630v1,Contig,na,SAMN15163226,2020-06-15,GCA_013346305.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013346305.1,,yes,major,amyloliquefaciens,IIF7SW-B1,"Jet Propulsion Laboratory, California Institute of Technology",1390,ncbi
GCF_013346215.1,PRJNA637984,ASM1334621v1,Contig,na,SAMN15163229,2020-06-15,GCA_013346215.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013346215.1,,yes,major,amyloliquefaciens,IIF7SC-B4,"Jet Propulsion Laboratory, California Institute of Technology",1390,ncbi
GCF_015880875.1,PRJNA283519,ASM1588087v1,Contig,na,SAMN03651974,2020-12-08,GCA_015880875.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_015880875.1,,yes,major,amyloliquefaciens,G25-32,Institute of Life Sciences and Technology,1390,ncbi
GCF_020176805.1,PRJNA764204,ASM2017680v1,Scaffold,na,SAMN21479895,2021-09-29,GCA_020176805.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_020176805.1,,yes,major,amyloliquefaciens,AM0938,Northern Illinois University,1390,ncbi
GCF_002864145.1,PRJNA360208,ASM286414v1,Contig,na,SAMN06205151,2018-01-05,GCA_002864145.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_002864145.1,,yes,major,amyloliquefaciens,Fito_F321,"Biocant, Technology Transfer Association",1390,ncbi
GCF_013346165.1,PRJNA637984,ASM1334616v1,Contig,na,SAMN15163232,2020-06-15,GCA_013346165.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013346165.1,,yes,major,amyloliquefaciens,IIF7SW-P3,"Jet Propulsion Laboratory, California Institute of Technology",1390,ncbi
GCF_013346285.1,PRJNA637984,ASM1334628v1,Contig,na,SAMN15163227,2020-06-15,GCA_013346285.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_013346285.1,,yes,major,amyloliquefaciens,IIF7SW-P1,"Jet Propulsion Laboratory, California Institute of Technology",1390,ncbi
GCF_024706495.1,PRJNA770842,ASM2470649v1,Contig,na,SAMN22241478,2022-08-17,GCA_024706495.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_024706495.1,,yes,major,amyloliquefaciens,78-1,Chulalongkorn,1390,ncbi
GCF_900245865.1,PRJEB23600,Ba.Jxnu-18.1,Contig,na,SAMEA104415756,2018-01-09,GCA_900245865.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_900245865.1,,yes,major,amyloliquefaciens,Jxnu-18,CNGB,1390,ncbi
GCF_001431285.1,PRJNA293779,ASM143128v1,Scaffold,na,SAMN04009787,2015-11-04,GCA_001431285.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001431285.1,,yes,major,amyloliquefaciens,RHNK22,OSMANIA UNIVERISTY,1390,ncbi
GCF_023757615.1,PRJNA784002,ASM2375761v1,Scaffold,na,SAMN23460429,2022-06-17,GCA_023757615.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_023757615.1,,yes,major,amyloliquefaciens,B3,shanghai ocean university,1390,ncbi
GCF_001587325.1,PRJNA270600,B4140,Scaffold,na,SAMN03267280,2016-03-11,GCA_001587325.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_001587325.1,,yes,major,amyloliquefaciens,B4140,University of Groningen,1390,ncbi
GCF_020179775.1,PRJNA759762,ASM2017977v1,Scaffold,na,SAMN21194825,2021-09-29,GCA_020179775.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_020179775.1,,yes,major,amyloliquefaciens,SN_Endo51,Bose Institute,1390,ncbi
GCF_024653505.1,PRJNA548684,ASM2465350v1,Contig,na,SAMN30125173,2022-08-14,GCA_024653505.1,full,Bacillus,Bacillus amyloliquefaciens (firmicutes),GCF_024653505.1,,yes,major,amyloliquefaciens,2787,Embrapa Genetic Resources and Biotechnology,1390,ncbi
