genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id,source
GCF_000008865.2,PRJNA226,ASM886v2,Complete Genome,na,SAMN01911278,2018-06-08,GCA_000008865.2,full,Escherichia,Escherichia coli O157:H7 str. Sakai (E. coli),GCF_000008865.2,Reference Genome,yes,major,coli,Sakai substr. RIMD 0509952,GIRC,386585,ncbi
GCF_000014845.1,PRJNA16718,ASM1484v1,Complete Genome,na,SAMN02603424,2006-10-04,GCA_000014845.1,full,Escherichia,Escherichia coli APEC O1 (E. coli),GCF_000014845.1,,yes,major,coli,APEC O1,Iowa State University,405955,ncbi
GCF_000010765.1,PRJDA32513,ASM1076v1,Complete Genome,na,SAMD00060957,2009-09-10,GCA_000010765.1,full,Escherichia,Escherichia coli O111:H- str. 11128 (E. coli),GCF_000010765.1,,yes,major,coli,11128,"University of Tokyo, Graduate School of Frontier Sciences",585396,ncbi
GCF_000019425.1,PRJNA20079,ASM1942v1,Complete Genome,na,SAMN02604262,2008-03-14,GCA_000019425.1,full,Escherichia,Escherichia coli str. K-12 substr. DH10B (E. coli),GCF_000019425.1,,yes,major,coli,K-12 substr. DH10B,University of Wisconsin-Madison,316385,ncbi
GCF_000019385.1,PRJNA18083,ASM1938v1,Complete Genome,na,SAMN02598405,2008-03-11,GCA_000019385.1,full,Escherichia,Escherichia coli ATCC 8739 (E. coli),GCF_000019385.1,,yes,major,coli,ATCC 8739,US DOE Joint Genome Institute (JGI-PGF),481805,ncbi
GCF_000022345.1,PRJNA33775,ASM2234v1,Complete Genome,na,SAMN02603900,2009-06-04,GCA_000022345.1,full,Escherichia,Escherichia coli BW2952 (E. coli),GCF_000022345.1,,yes,major,coli,K-12 substr. BW2952,"TEDA School of Biological Sciences and Biotechnology, Nankai University",595496,ncbi
GCF_000022665.1,PRJNA20713,ASM2266v1,Complete Genome,na,SAMN02603478,2010-05-17,GCA_000022665.2,full,Escherichia,Escherichia coli BL21(DE3) (E. coli),GCF_000022665.1,,yes,major,coli,BL21(DE3),Korea Research Institute of Bioscience and Biotechnology,469008,ncbi
GCF_000023365.1,PRJNA30031,ASM2336v1,Complete Genome,na,SAMN02598470,2009-10-05,GCA_000023365.1,full,Escherichia,Escherichia coli DH1 (E. coli),GCF_000023365.1,,yes,major,coli,DH1,US DOE Joint Genome Institute,536056,ncbi
GCF_000019645.1,PRJNA19469,ASM1964v1,Complete Genome,na,SAMN02604066,2008-03-20,GCA_000019645.1,full,Escherichia,Escherichia coli SMS-3-5 (E. coli),GCF_000019645.1,,yes,major,coli,SMS-3-5,TIGR,439855,ncbi
GCF_000023665.1,PRJNA30681,ASM2366v1,Complete Genome,na,SAMN00002656,2009-07-09,GCA_000023665.1,full,Escherichia,Escherichia coli 'BL21-Gold(DE3)pLysS AG' (E. coli),GCF_000023665.1,,yes,major,coli,BL21-Gold(DE3)pLysS AG,US DOE Joint Genome Institute (JGI-PGF),866768,ncbi
GCF_000022225.1,PRJNA30045,ASM2222v1,Complete Genome,na,SAMN02604255,2009-07-23,GCA_000022225.1,full,Escherichia,Escherichia coli O157:H7 str. TW14359 (E. coli),GCF_000022225.1,,yes,major,coli,TW14359,University of Washington,544404,ncbi
GCF_000021125.1,PRJNA27739,ASM2112v1,Complete Genome,na,SAMN02603441,2008-10-08,GCA_000021125.1,full,Escherichia,Escherichia coli O157:H7 str. EC4115 (E. coli),GCF_000021125.1,,yes,major,coli,EC4115,J. Craig Venter Institute,444450,ncbi
GCF_000026265.1,PRJNA33373,ASM2626v1,Complete Genome,na,SAMEA3138230,2008-12-18,GCA_000026265.1,full,Escherichia,Escherichia coli IAI1 (E. coli),GCF_000026265.1,,yes,major,coli,IAI1,Genoscope,585034,ncbi
GCF_000026245.1,PRJNA33413,ASM2624v1,Complete Genome,na,SAMEA3138229,2008-12-18,GCA_000026245.1,full,Escherichia,Escherichia coli 55989 (E. coli),GCF_000026245.1,,yes,major,coli,55989,Institut Pasteur and Genoscope,585055,ncbi
GCF_000025745.1,PRJNA43693,ASM2574v1,Complete Genome,na,SAMN02603334,2010-04-12,GCA_000025745.1,full,Escherichia,Escherichia coli IHE3034 (E. coli),GCF_000025745.1,,yes,major,coli,IHE3034,IGS,714962,ncbi
GCF_000026305.1,PRJNA33409,ASM2630v1,Chromosome,na,SAMEA3138232,2008-12-18,GCA_000026305.1,full,Escherichia,Escherichia coli ED1a (E. coli),GCF_000026305.1,,yes,major,coli,ED1a,Genoscope,585397,ncbi
GCF_000026285.1,PRJNA33375,ASM2628v2,Complete Genome,na,SAMEA3138231,2008-12-18,GCA_000026285.2,full,Escherichia,Escherichia coli S88 (E. coli),GCF_000026285.1,,yes,major,coli,S88,Genoscope,585035,ncbi
GCF_000025165.1,PRJNA42729,ASM2516v1,Complete Genome,na,SAMN02603636,2010-03-08,GCA_000025165.1,full,Escherichia,Escherichia coli O55:H7 str. CB9615 (E. coli),GCF_000025165.1,,yes,major,coli,CB9615,Nankai University,701177,ncbi
GCF_000026325.1,PRJNA33415,ASM2632v2,Chromosome,na,SAMEA3138233,2008-12-18,GCA_000026325.2,full,Escherichia,Escherichia coli UMN026 (E. coli),GCF_000026325.1,,yes,major,coli,UMN026,Genoscope,585056,ncbi
GCF_000026545.1,PRJEA32571,ASM2654v1,Complete Genome,na,SAMEA1705959,2008-11-26,GCA_000026545.1,full,Escherichia,Escherichia coli O127:H6 str. E2348/69 (E. coli),GCF_000026545.1,,yes,major,coli,E2348/69,Sanger Institute,574521,ncbi
GCF_000026345.1,PRJNA33411,ASM2634v1,Complete Genome,na,SAMEA3138234,2008-12-18,GCA_000026345.1,full,Escherichia,Escherichia coli IAI39 (E. coli),GCF_000026345.1,,yes,major,coli,IAI39,Genoscope,585057,ncbi
GCF_000146735.1,PRJNA51747,ASM14673v1,Chromosome,na,SAMN02471201,2010-09-03,GCA_000146735.1,full,Escherichia,Escherichia coli str. K-12 substr. MG1655star (E. coli),GCF_000146735.1,,yes,major,coli,K-12 substr. MG1655star,OU Botany & Microbiology,879462,ncbi
GCF_000027125.1,PRJEA40647,ASM2712v1,Complete Genome,na,SAMEA2272277,2010-01-28,GCA_000027125.1,full,Escherichia,Escherichia coli 042 (E. coli),GCF_000027125.1,,yes,major,coli,042,Wellcome Trust Sanger Institute,216592,ncbi
GCF_000148365.1,PRJNA38725,ASM14836v1,Complete Genome,na,SAMN02603258,2010-09-22,GCA_000148365.1,full,Escherichia,Escherichia coli ABU 83972 (E. coli),GCF_000148365.1,,yes,major,coli,ABU 83972,Georg-August-University Goettingen,655817,ncbi
GCF_000148605.1,PRJNA50883,ASM14860v1,Complete Genome,na,SAMN00017915,2010-09-24,GCA_000148605.1,full,Escherichia,Escherichia coli UM146 (E. coli),GCF_000148605.1,,yes,major,coli,UM146,MBRI,869729,ncbi
GCF_000166535.2,PRJNA59743,ASM16653v3,Chromosome,na,SAMN02436015,2017-05-18,GCA_000166535.3,full,Escherichia,Escherichia coli TW10598 (E. coli),GCF_000166535.2,,yes,major,coli,TW10598,Institute for Genome Sciences,913091,ncbi
GCF_000091005.1,PRJDA32509,ASM9100v1,Complete Genome,na,SAMD00060955,2009-09-10,GCA_000091005.1,full,Escherichia,Escherichia coli O26:H11 str. 11368 (E. coli),GCF_000091005.1,,yes,major,coli,11368,"University of Tokyo, Graduate School of Frontier Sciences",573235,ncbi
GCF_000183345.1,PRJNA41221,ASM18334v1,Complete Genome,na,SAMN02603727,2010-11-30,GCA_000183345.1,full,Escherichia,Escherichia coli O83:H1 str. NRG 857C (E. coli),GCF_000183345.1,,yes,major,coli,NRG 857C,Public Health Agency of Canada Laboratory for Foodborne Zoonoses,685038,ncbi
GCF_000167875.2,PRJNA15578,ASM16787v2,Complete Genome,na,SAMN02435896,2019-07-30,GCA_000167875.2,full,Escherichia,Escherichia coli E110019 (E. coli),GCF_000167875.2,,yes,major,coli,E110019,TIGR,340186,ncbi
GCF_000155125.1,PRJNA28847,ASM15512v1,Chromosome,na,SAMN02436234,2009-02-19,GCA_000155125.1,full,Escherichia,Escherichia coli O157:H7 str. TW14588 (E. coli),GCF_000155125.1,,yes,major,coli,TW14588,J Craig Venter Institute,502346,ncbi
GCF_000184185.1,PRJNA48011,ASM18418v1,Complete Genome,na,SAMN02602978,2010-12-14,GCA_000184185.1,full,Escherichia,Escherichia coli W (E. coli),GCF_000184185.1,,yes,major,coli,W,AIBN/KRIBB,566546,ncbi
GCF_000210475.1,PRJEA42749,ASM21047v1,Complete Genome,na,SAMEA2272237,2010-10-21,GCA_000210475.1,full,Escherichia,Escherichia coli ETEC H10407 (E. coli),GCF_000210475.1,,yes,major,coli,ETEC H10407,Wellcome Trust Sanger Institute,316401,ncbi
GCF_000219515.2,PRJNA64999,ASM21951v3,Complete Genome,na,SAMN02469619,2015-06-08,GCA_000219515.3,full,Escherichia,Escherichia coli PCN033 (E. coli),GCF_000219515.2,,yes,major,coli,PCN033,Chinese National Human Genome Center at Shanghai,1001989,ncbi
GCF_000212715.2,PRJNA42137,ASM21271v2,Complete Genome,na,SAMN02604221,2011-05-09,GCA_000212715.2,full,Escherichia,Escherichia coli UMNK88 (E. coli),GCF_000212715.2,,yes,major,coli,UMNK88,University of Minnesota,696406,ncbi
GCF_000220005.1,PRJNA48455,ASM22000v2,Complete Genome,na,SAMN02471895,2011-11-01,GCA_000220005.2,full,Escherichia,Escherichia coli UMNF18 (E. coli),GCF_000220005.1,,yes,major,coli,UMNF18,University of Minnesota,1050617,ncbi
GCF_000233895.1,PRJNA52023,ASM23389v1,Complete Genome,na,SAMN02603903,2011-11-03,GCA_000233895.1,full,Escherichia,Escherichia coli str. 'clone D i14' (E. coli),GCF_000233895.1,,yes,major,coli,clone D i14,"TEDA School of Biological Sciences and Biotechnology, Nankai University",885275,ncbi
GCF_000233875.1,PRJNA52021,ASM23387v1,Complete Genome,na,SAMN02603902,2011-11-03,GCA_000233875.1,full,Escherichia,Escherichia coli str. 'clone D i2' (E. coli),GCF_000233875.1,,yes,major,coli,clone D i2,"TEDA School of Biological Sciences and Biotechnology, Nankai University",885276,ncbi
GCF_000227625.1,PRJNA63597,ASM22762v1,Complete Genome,na,SAMN02603406,2011-10-06,GCA_000227625.1,full,Escherichia,Escherichia coli O7:K1 str. CE10 (E. coli),GCF_000227625.1,,yes,major,coli,CE10,"Institute of Pathogen Biology, CAMS&PUMC",1072459,ncbi
GCF_000269645.1,PRJNA40075,PB_Esch_coli_MG12655_V1,Complete Genome,na,SAMN02596920,2012-06-15,GCA_000269645.2,full,Escherichia,Escherichia coli str. K-12 substr. MG1655 (E. coli),GCF_000269645.1,,yes,major,coli,K-12 substr. MG1655,Broad Institute,511145,ncbi
GCF_000270105.1,PRJDA52077,ASM27010v1,Complete Genome,na,SAMD00060976,2010-12-16,GCA_000270105.1,full,Escherichia,Escherichia coli DH1 (E. coli),GCF_000270105.1,,yes,major,coli,DH1,"Symbiotic Network Design Laboratory, Graduate School of Information Science and Technology, Osaka University",536056,ncbi
GCF_000258145.1,PRJNA62301,ASM25814v1,Complete Genome,na,SAMN02604169,2012-04-06,GCA_000258145.1,full,Escherichia,Escherichia coli W (E. coli),GCF_000258145.1,,yes,major,coli,W,University of Florida,566546,ncbi
GCF_000258025.1,PRJNA62299,ASM25802v1,Complete Genome,na,SAMN02604168,2012-04-06,GCA_000258025.1,full,Escherichia,Escherichia coli KO11FL (E. coli),GCF_000258025.1,,yes,major,coli,KO11FL,University of Florida,595495,ncbi
GCF_000273425.1,PRJNA40075,Esch_coli_MG12655_V1,Complete Genome,na,SAMN02597081,2012-06-25,GCA_000273425.1,full,Escherichia,Escherichia coli str. K-12 substr. MG1655 (E. coli),GCF_000273425.1,,yes,major,coli,K-12 substr. MG1655,Broad Institute,511145,ncbi
GCF_000284495.1,PRJNA33825,ASM28449v1,Complete Genome,na,SAMEA3138414,2009-01-27,GCA_000284495.1,full,Escherichia,Escherichia coli LF82 (E. coli),GCF_000284495.1,,yes,major,coli,LF82,Genoscope,591946,ncbi
GCF_000245515.1,PRJNA68245,ASM24551v1,Complete Genome,na,SAMN02604278,2012-02-01,GCA_000245515.1,full,Escherichia,Escherichia coli O55:H7 str. RM12579 (E. coli),GCF_000245515.1,,yes,major,coli,RM12579,USDA/ARS,1048689,ncbi
GCF_000262125.1,PRJNA45823,ASM26212v1,Complete Genome,na,SAMN02603645,2012-05-09,GCA_000262125.1,full,Escherichia,Escherichia coli Xuzhou21 (E. coli),GCF_000262125.1,,yes,major,coli,Xuzhou21,"National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention",741093,ncbi
GCF_000285655.3,PRJEA61443,EC958.v1,Complete Genome,na,SAMEA2272019,2014-05-29,GCA_000285655.3,full,Escherichia,Escherichia coli O25b:H4-ST131 (E. coli),GCF_000285655.3,,yes,major,coli,EC958,The University of Queensland,941322,ncbi
GCF_000332755.1,PRJNA184588,ASM33275v1,Complete Genome,na,SAMN02603426,2013-01-23,GCA_000332755.1,full,Escherichia,Escherichia coli APEC O78 (E. coli),GCF_000332755.1,,yes,major,coli,APEC O78,Iowa State University,1274814,ncbi
GCF_000299255.1,PRJNA81097,ASM29925v1,Complete Genome,na,SAMN01831189,2012-09-25,GCA_000299255.1,full,Escherichia,Escherichia coli O104:H4 str. 2009EL-2050 (E. coli),GCF_000299255.1,,yes,major,coli,2009EL-2050,Los Alamos National Laboratory,1134782,ncbi
GCF_000299455.1,PRJNA81095,ASM29945v1,Complete Genome,na,SAMN01831188,2012-09-27,GCA_000299455.1,full,Escherichia,Escherichia coli O104:H4 str. 2011C-3493 (E. coli),GCF_000299455.1,,yes,major,coli,2011C-3493,Los Alamos National Laboratory,1133852,ncbi
GCF_000299475.1,PRJNA81099,ASM29947v1,Complete Genome,na,SAMN01831190,2012-09-27,GCA_000299475.1,full,Escherichia,Escherichia coli O104:H4 str. 2009EL-2071 (E. coli),GCF_000299475.1,,yes,major,coli,2009EL-2071,Los Alamos National Laboratory,1133853,ncbi
GCF_000468515.1,PRJNA203308,ASM46851v1,Complete Genome,na,SAMN02604176,2013-09-18,GCA_000468515.1,full,Escherichia,Escherichia coli LY180 (E. coli),GCF_000468515.1,,yes,major,coli,LY180,University of Florida,1335916,ncbi
GCF_000464955.2,PRJNA230969,ASM46495v2,Complete Genome,na,SAMN02147037,2017-10-02,GCA_000464955.2,full,Escherichia,Escherichia coli O104:H21 str. CFSAN002236 (E. coli),GCF_000464955.2,,yes,major,coli,ATCC BAA-178,FDA/CFSAN,1335303,ncbi
GCF_000499485.1,PRJEB4621,MYMC4100,Complete Genome,na,SAMEA3138816,2013-11-06,GCA_000499485.1,full,Escherichia,Escherichia coli str. K-12 substr. MC4100 (E. coli),GCF_000499485.1,,yes,major,coli,K-12 substr. MC4100,EVOECOGENKIEL,1403831,ncbi
GCF_000493595.2,PRJEB4437,EcoPMV1,Complete Genome,na,SAMEA2272347,2013-09-27,GCA_000493595.1,full,Escherichia,Escherichia coli PMV-1 (E. coli),GCF_000493595.2,,yes,major,coli,PMV-1,ULB,1382700,ncbi
GCF_000597845.1,PRJNA238952,ASM59784v1,Complete Genome,na,SAMN02647163,2014-03-19,GCA_000597845.1,full,Escherichia,Escherichia coli (E. coli),GCF_000597845.1,,yes,major,coli,ST540,University of Antwerpen,562,ncbi
GCF_000599625.1,PRJNA238952,ASM59962v1,Complete Genome,na,SAMN02666434,2014-03-19,GCA_000599625.1,full,Escherichia,Escherichia coli (E. coli),GCF_000599625.1,,yes,major,coli,ST540,University of Antwerpen,562,ncbi
GCF_000599645.1,PRJNA238952,ASM59964v1,Complete Genome,na,SAMN02666695,2014-03-19,GCA_000599645.1,full,Escherichia,Escherichia coli (E. coli),GCF_000599645.1,,yes,major,coli,ST540,University of Antwerpen,562,ncbi
GCF_000493755.1,PRJNA218163,ASM49375v1,Complete Genome,na,SAMN02603887,2013-10-29,GCA_000493755.1,full,Escherichia,Escherichia coli JJ1886 (E. coli),GCF_000493755.1,,yes,major,coli,JJ1886,Statens Serum Institut,1355100,ncbi
GCF_000599665.1,PRJNA238952,ASM59966v1,Complete Genome,na,SAMN02666696,2014-03-19,GCA_000599665.1,full,Escherichia,Escherichia coli (E. coli),GCF_000599665.1,,yes,major,coli,ST2747,University of Antwerpen,562,ncbi
GCF_000520055.1,PRJNA178650,ASM52005v1,Complete Genome,na,SAMN02641384,2014-01-14,GCA_000520055.1,full,Escherichia,Escherichia coli O145:H28 str. RM13516 (E. coli),GCF_000520055.1,,yes,major,coli,RM13516,"USDA, ARS, WRRC, PSM",1248915,ncbi
GCF_000520035.1,PRJNA178648,ASM52003v1,Complete Genome,na,SAMN02641383,2014-01-14,GCA_000520035.1,full,Escherichia,Escherichia coli O145:H28 str. RM13514 (E. coli),GCF_000520035.1,,yes,major,coli,RM13514,"USDA, ARS, WRRC, PSM",1248902,ncbi
GCF_000599685.1,PRJNA238952,ASM59968v1,Complete Genome,na,SAMN02666697,2014-03-19,GCA_000599685.1,full,Escherichia,Escherichia coli (E. coli),GCF_000599685.1,,yes,major,coli,ST2747,University of Antwerpen,562,ncbi
GCF_000618005.3,PRJNA218110,ASM61800v3,Complete Genome,na,SAMN02353067,2020-04-16,GCA_000618005.3,full,Escherichia,Escherichia coli O157:H16 str. 98-3133 (E. coli),GCF_000618005.3,,yes,major,coli,98-3133,CDC,1446608,ncbi
GCF_000599705.1,PRJNA238952,ASM59970v1,Complete Genome,na,SAMN02666698,2014-03-19,GCA_000599705.1,full,Escherichia,Escherichia coli (E. coli),GCF_000599705.1,,yes,major,coli,ST2747,University of Antwerpen,562,ncbi
GCF_000618905.3,PRJNA218110,ASM61890v3,Complete Genome,na,SAMN02353134,2020-04-16,GCA_000618905.3,full,Escherichia,Escherichia coli O39:NM str. F8704-2 (E. coli),GCF_000618905.3,,yes,major,coli,F8704-2,CDC,1446739,ncbi
GCF_000662395.1,PRJNA178649,ASM66239v1,Complete Genome,na,SAMN03081526,2014-05-01,GCA_000662395.1,full,Escherichia,Escherichia coli O145:H28 str. RM12761 (E. coli),GCF_000662395.1,,yes,major,coli,RM12761,"USDA, ARS, WRRC, PSM",1248903,ncbi
GCF_000725305.1,PRJNA229104,ASM72530v1,Complete Genome,na,SAMN02440167,2014-07-14,GCA_000725305.1,full,Escherichia,Escherichia coli KLY (E. coli),GCF_000725305.1,,yes,major,coli,KLY,Hebrew University - Balaban's Lab,1435461,ncbi
GCF_000671295.1,PRJNA178647,ASM67129v1,Complete Genome,na,SAMN03081527,2014-05-01,GCA_000671295.1,full,Escherichia,Escherichia coli O145:H28 str. RM12581 (E. coli),GCF_000671295.1,,yes,major,coli,RM12581,USDA-ARS-WRRC-PSM,1248823,ncbi
GCF_000750555.1,PRJNA257976,ASM75055v1,Complete Genome,na,SAMN03013572,2014-09-09,GCA_000750555.1,full,Escherichia,Escherichia coli BW25113 (E. coli),GCF_000750555.1,,yes,major,coli,K-12 substr. BW25113,Universite de Sherbrooke,679895,ncbi
GCF_000800215.1,PRJNA263007,ASM80021v1,Complete Genome,na,SAMN03093203,2014-12-09,GCA_000800215.1,full,Escherichia,Escherichia coli ER2796 (E. coli),GCF_000800215.1,,yes,major,coli,K-12 ER2796,New England Biolabs,1245474,ncbi
GCF_000730345.1,PRJNA200626,ASM73034v1,Complete Genome,na,SAMN02872945,2014-07-17,GCA_000730345.1,full,Escherichia,Escherichia coli O157:H7 str. SS17 (E. coli),GCF_000730345.1,,yes,major,coli,SS17,Penn State,1328859,ncbi
GCF_000800765.1,PRJNA263793,ASM80076v1,Complete Genome,na,SAMN03107000,2014-12-11,GCA_000800765.1,full,Escherichia,Escherichia coli K-12 (E. coli),GCF_000800765.1,,yes,major,coli,K-12 ER3413,New England Biolabs,83333,ncbi
GCF_000732965.1,PRJNA253471,ASM73296v1,Complete Genome,na,SAMN02905113,2014-07-24,GCA_000732965.1,full,Escherichia,Escherichia coli O157:H7 str. EDL933 (E. coli),GCF_000732965.1,,yes,major,coli,EDL933,University of California San Diego,155864,ncbi
GCF_000743255.1,PRJNA244551,ASM74325v1,Complete Genome,na,SAMN02929659,2014-08-22,GCA_000743255.1,full,Escherichia,Escherichia coli ATCC 25922 (E. coli),GCF_000743255.1,,yes,major,coli,ATCC 25922,Los Alamos National Laboratory,1322345,ncbi
GCF_000765435.1,PRJNA260958,ASM76543v1,Chromosome,na,SAMN03067748,2014-10-10,GCA_000765435.1,full,Escherichia,Escherichia coli FAP1 (E. coli),GCF_000765435.1,,yes,major,coli,FAP1,University Medical Center Utrecht,1412834,ncbi
GCF_000801165.1,PRJNA253935,ASM80116v1,Complete Genome,na,SAMN03264844,2014-12-15,GCA_000801165.1,full,Escherichia,Escherichia coli (E. coli),GCF_000801165.1,,yes,major,coli,RM9387,USDA-ARS,562,ncbi
GCF_000801205.1,PRJNA237120,ASM80120v1,Complete Genome,na,SAMN02743420,2014-12-15,GCA_000801205.1,full,Escherichia,Escherichia coli str. K-12 substr. MG1655 (E. coli),GCF_000801205.1,,yes,major,coli,K-12 substr. MG1655,Pacific Biosciences,511145,ncbi
GCF_000801185.2,PRJNA253936,ASM80118v2,Complete Genome,na,SAMN03262652,2015-06-18,GCA_000801185.2,full,Escherichia,Escherichia coli (E. coli),GCF_000801185.2,,yes,major,coli,94-3024,USDA-ARS,562,ncbi
GCF_000784925.1,PRJNA242851,ASM78492v1,Complete Genome,na,SAMN02709589,2014-11-17,GCA_000784925.1,full,Escherichia,Escherichia coli (E. coli),GCF_000784925.1,,yes,major,coli,ECONIH1,NIH,562,ncbi
GCF_000803705.1,PRJNA201344,ASM80370v1,Complete Genome,na,SAMN03265100,2014-12-18,GCA_000803705.1,full,Escherichia,Escherichia coli O157:H7 str. SS52 (E. coli),GCF_000803705.1,,yes,major,coli,SS52,Penn State,1330457,ncbi
GCF_000813165.1,PRJNA200980,ASM81316v1,Complete Genome,na,SAMN03274236,2015-01-02,GCA_000813165.1,full,Escherichia,Escherichia coli APEC IMT5155 (E. coli),GCF_000813165.1,,yes,major,coli,APEC IMT5155,Nanjing Agricultural University,1329907,ncbi
GCF_000814145.2,PRJNA270222,ASM81414v2,Complete Genome,na,SAMN03263950,2015-02-27,GCA_000814145.2,full,Escherichia,Escherichia coli (E. coli),GCF_000814145.2,,yes,major,coli,6409,JCVI,562,ncbi
GCF_000830035.1,PRJNA273434,ASM83003v1,Complete Genome,na,SAMN03292179,2015-01-29,GCA_000830035.1,full,Escherichia,Escherichia coli (E. coli),GCF_000830035.1,,yes,major,coli,C41(DE3),Stockholm University,562,ncbi
GCF_000833145.1,PRJNA272570,ASM83314v1,Complete Genome,na,SAMN03301757,2015-02-05,GCA_000833145.1,full,Escherichia,Escherichia coli (E. coli),GCF_000833145.1,,yes,major,coli,BL21 (TaKaRa),KRIBB,562,ncbi
GCF_000833635.2,PRJNA273553,ASM83363v2,Complete Genome,na,SAMN03294311,2017-03-17,GCA_000833635.2,full,Escherichia,Escherichia coli (E. coli),GCF_000833635.2,,yes,major,coli,USML2,UNIVERSITI SAINS MALAYSIA,562,ncbi
GCF_000829985.1,PRJNA46529,ASM82998v1,Complete Genome,na,SAMN02949643,2015-01-29,GCA_000829985.1,full,Escherichia,Escherichia coli 1303 (E. coli),GCF_000829985.1,,yes,major,coli,1303,Georg-August-University Goettingen,745156,ncbi
GCF_000827105.1,PRJNA240262,ASM82710v1,Complete Genome,na,SAMN02673556,2015-01-21,GCA_000827105.1,full,Escherichia,Escherichia coli O157:H16 (E. coli),GCF_000827105.1,,yes,major,coli,Santai,BGI,930406,ncbi
GCF_000819645.1,PRJNA262513,ASM81964v1,Complete Genome,na,SAMN03083542,2015-01-16,GCA_000819645.1,full,Escherichia,Escherichia coli (E. coli),GCF_000819645.1,,yes,major,coli,789,Georg-August University of Goettingen,562,ncbi
